,Province,Country_Region,Date,Day,Month,Year,Lat,Long_,Confirmed,Daily_Confirmed,Deaths,Daily_Deaths,inf_mean,inf_upper,inf_lower,seir_cumulative_mean,seir_cumulative_lower,seir_cumulative_upper,inf_cuml_mean,inf_cuml_lower,inf_cuml_upper,seir_daily_mean,seir_daily_lower,seir_daily_upper,population,mobility_mean,mobility_obs,testing_obs,pneumonia_mean,pneumonia_obs,mask_use_mean,mask_use_obs,hospital_beds_mean,hospital_beds_upper,hospital_beds_lower,icu_beds_mean,icu_beds_upper,icu_beds_lower,all_bed_capacity,icu_bed_capacity,Temp,Wind,Barometer,Visibility,Weather
1584,Punjab,Pakistan,10/22/2020,22,10,2020,30.811346,72.13913199999999,102107,171,2323,4,108387.34,169443.77,44411.67,44879.2,23026.27,78707.03,31156014.5,12401731.32,48378778.47,98.92,50.75,173.47,113939260.1,3.5375,1,1,0.9123,0,0.3028,1,7055.15,10751.28,2392.17,1325.13,2019.36,449.31,51809,1601,70.65,2.5,15.12,11.17,Clear.
1585,Sindh,Pakistan,10/22/2020,22,10,2020,26.009446,68.77680699999999,142641,293,2590,3,55620.54,78438.07,34359.34,30125.99,15978.99,51012.43,18502451.55,12431431.43,22599399.26,33.07,17.54,55.99,49907675.66,3.6491,1,1,0.9181,0,0.4378,1,3902.95,5213.79,2306.25,733.07,979.28,433.17,31732,848,58.29,1.29,8.29,4.24,Clear.
1586,Khyber Pakhtunkhwa,Pakistan,10/22/2020,22,10,2020,34.485332,72.09169,38810,31,1266,1,28248.72,36573.22,13174.59,23385.06,11127.53,42353.51,11419537.54,4296420.12,17155800.84,12.97,6.17,23.49,38100470.55,7.1785,1,1,0.9094,0,0.2526,1,1184.66,1636.52,653.42,222.51,307.38,122.73,23948,643,59.43,4.77,41.25,24.43,Haze.
1587,Azad Jammu and Kashmir,Pakistan,10/22/2020,22,10,2020,34.027401,73.947253,3639,75,84,0,12719.49,16862.01,7991.19,988.01,494.33,1705.85,743655.31,418944.18,993303.04,6.23,3.12,10.76,4334762.096,1.6483,1,1,0.9095,0,0.3268,1,936.61,1183.72,578.88,175.92,222.33,108.73,2009,59,48.43,1.14,25.57,0.0,Clear.
1588,Gilgit-Baltistan,Pakistan,10/22/2020,22,10,2020,35.792146,74.982138,4107,16,90,0,1335.15,1964.57,874.42,1750.88,901.78,3078.78,786686.34,431193.31,1085612.52,1.62,0.84,2.86,2227137.68,1.6483,1,1,0.9079,0,0.3218,1,121.68,221.13,63.36,22.85,41.53,11.9,1423,36,36.71,1.43,18.86,8.52,Clear.
1589,Balochistan,Pakistan,10/23/2020,23,10,2020,28.328491999999997,65.898403,15767,29,148,0,13891.96,35442.79,3777.17,4827.68,2640.44,8305.57,4987910.45,1773818.35,7652506.21,5.73,3.13,9.86,13398367.25,5.1994,1,1,0.9205,0,0.2662,1,976.76,1850.19,357.11,183.43,347.46,67.06,6767,201,43.57,6.86,13.14,0.0,Sunny.
1590,Islamabad,Pakistan,10/23/2020,23,10,2020,33.665087,73.121219,18578,140,205,4,3396.36,5847.94,1541.86,606.52,363.06,1019.15,456389.71,255887.1,633148.25,5.65,3.38,9.5,2155173.482,7.5698,1,1,0.9146,0,0.3855,1,126.54,141.91,104.06,23.76,26.65,19.54,2567,52,72.86,2.0,5.0,8.5,Sunny.
1591,Punjab,Pakistan,10/23/2020,23,10,2020,30.811346,72.13913199999999,102253,146,2329,6,112398.8,176523.18,45999.35,44967.5,23071.58,78861.89,31268413.3,12447759.13,48488582.01,88.31,45.31,154.87,113939260.1,3.5739,1,1,0.9173,0,0.3029,1,7252.42,11136.08,2409.09,1361.96,2091.29,452.41,51809,1601,62.85,0.52,2.5,3.1,Clear.
1592,Sindh,Pakistan,10/23/2020,23,10,2020,26.009446,68.77680699999999,142917,276,2591,1,57903.87,81682.13,35845.44,30159.23,15996.61,51068.71,18560355.42,12490724.52,22676734.4,33.24,17.63,56.28,49907675.66,3.6519999999999997,1,1,0.9227,0,0.4364,1,4004.86,5358.41,2355.1,752.09,1006.28,442.28,31732,848,72.86,2.0,5.0,8.5,Sunny.
1593,Khyber Pakhtunkhwa,Pakistan,10/23/2020,23,10,2020,34.485332,72.09169,38886,76,1267,1,29849.48,38600.32,13899.99,23401.06,11135.15,42382.5,11449387.02,4310320.11,17184445.71,16.01,7.62,28.99,38100470.55,7.1675,1,1,0.9145,0,0.252,1,1255.34,1713.75,687.86,235.75,321.83,129.18,23948,643,59.43,4.77,41.25,24.43,Haze.
1594,Azad Jammu and Kashmir,Pakistan,10/23/2020,23,10,2020,34.027401,73.947253,3688,49,85,1,12988.7,17172.55,8181.32,993.42,497.04,1715.2,756644.01,427033.99,1008479.83,5.42,2.71,9.35,4334762.096,1.6385,1,1,0.9146,0,0.331,1,975.31,1236.64,596.7,183.16,232.23,112.06,2009,59,44.43,0.57,11.0,0.0,Sunny.
1595,Gilgit-Baltistan,Pakistan,10/23/2020,23,10,2020,35.792146,74.982138,4127,20,90,0,1362.37,1992.73,893.66,1753.73,903.25,3083.79,788048.71,432426.61,1087199.49,2.85,1.47,5.01,2227137.68,1.6385,1,1,0.9131,0,0.3243,1,121.94,218.23,64.56,22.9,40.98,12.12,1423,36,41.86,2.43,18.29,12.77,Sunny.
1596,Balochistan,Pakistan,10/24/2020,24,10,2020,28.328491999999997,65.898403,15791,24,148,0,14156.42,36080.66,3852.96,4832.74,2643.21,8314.27,5002066.87,1778052.84,7665027.15,5.06,2.77,8.71,13398367.25,4.9003,1,1,0.9252,0,0.2656,1,992.94,1894.71,348.91,186.24,355.39,65.44,6767,201,50.29,8.43,15.71,0.0,Sunny.
1597,Islamabad,Pakistan,10/24/2020,24,10,2020,33.665087,73.121219,18764,186,207,2,3475.21,5949.97,1579.56,612.01,366.35,1028.38,459864.92,257434.35,637732.99,5.49,3.29,9.22,2155173.482,7.601,1,1,0.9197,0,0.3873,1,129.84,146.99,103.36,24.35,27.57,19.39,2567,52,73.71,1.71,7.71,8.48,Clear.
1598,Punjab,Pakistan,10/24/2020,24,10,2020,30.811346,72.13913199999999,102467,214,2334,5,116547.79,183889.63,47643.48,45046.29,23112.0,79000.06,31384961.09,12495429.69,48601822.79,78.78,40.42,138.17,113939260.1,3.5331,1,1,0.9222,0,0.303,1,7454.97,11533.43,2434.62,1398.32,2163.31,456.66,51809,1601,68.35,1.06,5.54,5.57,Clear.
1599,Sindh,Pakistan,10/24/2020,24,10,2020,26.009446,68.77680699999999,143222,305,2594,3,60331.66,85067.87,37478.66,30193.45,16014.77,51126.66,18620687.08,12552781.83,22757209.34,34.22,18.15,57.95,49907675.66,3.7884,1,1,0.9273,0,0.4354,1,4108.54,5505.93,2405.14,770.64,1032.74,451.13,31732,848,73.71,1.71,7.71,8.48,Clear.
1600,Khyber Pakhtunkhwa,Pakistan,10/24/2020,24,10,2020,34.485332,72.09169,38923,37,1268,1,31519.8,40702.82,14668.43,23419.87,11144.09,42416.56,11480906.83,4324988.54,17214664.08,18.8,8.95,34.05,38100470.55,7.1415,1,1,0.9196,0,0.2515,1,1328.02,1798.11,722.43,249.1,337.27,135.51,23948,643,53.36,3.93,40.95,22.36,Haze.
1601,Azad Jammu and Kashmir,Pakistan,10/24/2020,24,10,2020,34.027401,73.947253,3748,60,86,1,13236.95,17400.69,8365.71,998.44,499.55,1723.86,769880.97,435308.65,1023881.35,5.02,2.51,8.66,4334762.096,1.5341,1,1,0.9197,0,0.3354,1,1013.29,1289.31,613.17,190.06,241.83,115.01,2009,59,60.0,1.71,15.71,0.0,Clear.
1602,Gilgit-Baltistan,Pakistan,10/24/2020,24,10,2020,35.792146,74.982138,4148,21,90,0,1390.65,2022.84,904.45,1757.74,905.31,3090.84,789439.36,433682.0,1088798.43,4.01,2.06,7.04,2227137.68,1.5341,1,1,0.9183,0,0.3268,1,122.01,215.07,65.36,22.89,40.34,12.26,1423,36,60.29,3.86,41.29,25.55,Clear.
1603,Balochistan,Pakistan,10/25/2020,25,10,2020,28.328491999999997,65.898403,15801,10,148,0,14419.69,36558.39,3937.07,4837.55,2645.84,8322.55,5016486.56,1782389.37,7677724.7,4.81,2.63,8.27,13398367.25,4.6610000000000005,1,1,0.9299,0,0.2651,1,1011.97,1942.15,342.15,189.35,363.41,64.02,6767,201,36.43,4.86,26.71,0.0,Clear.
1604,Islamabad,Pakistan,10/25/2020,25,10,2020,33.665087,73.121219,18921,157,210,3,3552.52,6046.58,1616.55,617.33,369.53,1037.3,463417.45,259019.07,642419.28,5.31,3.18,8.93,2155173.482,7.7124,1,1,0.9248,0,0.3903,1,132.75,151.9,101.72,24.84,28.42,19.03,2567,52,57.29,0.0,0.0,0.0,Clear.
1605,Punjab,Pakistan,10/25/2020,25,10,2020,30.811346,72.13913199999999,102677,210,2335,1,120832.67,191538.25,49344.3,45117.78,23148.68,79125.44,31505793.76,12544799.98,48718564.23,71.49,36.68,125.38,113939260.1,3.3971,1,1,0.9271,0,0.3034,1,7698.47,11999.19,2484.05,1440.5,2245.23,464.8,51809,1601,65.35,0.54,3.02,2.48,Clear.
1606,Sindh,Pakistan,10/25/2020,25,10,2020,26.009446,68.77680699999999,143526,304,2598,4,62907.37,88602.91,39243.73,30229.6,16033.94,51187.87,18683594.45,12617732.92,22840957.56,36.15,19.17,61.21,49907675.66,4.0666,1,1,0.9319,0,0.4338,1,4230.59,5676.92,2469.56,791.61,1062.24,462.09,31732,848,57.29,0.0,0.0,0.0,Clear.
1607,Khyber Pakhtunkhwa,Pakistan,10/25/2020,25,10,2020,34.485332,72.09169,39015,92,1269,1,33258.47,42891.68,15481.52,23440.97,11154.13,42454.77,11514165.3,4340470.06,17246534.05,21.1,10.04,38.22,38100470.55,7.0806,1,1,0.9247,0,0.2523,1,1406.99,1902.66,758.87,263.27,356.02,142.0,23948,643,58.3,3.89,35.77,21.01,Clear.
1608,Azad Jammu and Kashmir,Pakistan,10/25/2020,25,10,2020,34.027401,73.947253,3788,40,86,0,13462.36,17549.73,8543.17,1003.71,502.19,1732.96,783343.32,443756.95,1039483.19,5.27,2.64,9.1,4334762.096,1.3242,1,1,0.9248,0,0.3398,1,1055.08,1347.76,631.37,197.42,252.19,118.14,2009,59,40.71,1.0,13.0,0.0,Clear.
1609,Gilgit-Baltistan,Pakistan,10/25/2020,25,10,2020,35.792146,74.982138,4167,19,90,0,1419.81,2054.68,915.66,1762.67,907.85,3099.5,790859.18,434960.75,1090410.69,4.93,2.54,8.66,2227137.68,1.3242,1,1,0.9234,0,0.3293,1,122.48,213.4,66.57,22.92,39.93,12.46,1423,36,39.14,1.86,22.43,12.77,Clear.
1610,Balochistan,Pakistan,10/26/2020,26,10,2020,28.328491999999997,65.898403,15810,9,148,0,14681.6,36863.31,4034.43,4842.72,2648.67,8331.45,5031168.16,1786834.97,7690618.01,5.18,2.83,8.9,13398367.25,4.5129,1,1,0.9347,0,0.2646,1,1031.57,2010.52,336.21,193.02,376.19,62.91,6767,201,39.71,7.0,17.43,0.0,Clear.
1611,Islamabad,Pakistan,10/26/2020,26,10,2020,33.665087,73.121219,19012,91,212,2,3628.03,6135.69,1652.67,622.49,372.62,1045.98,467045.48,260640.65,647206.32,5.16,3.09,8.68,2155173.482,7.9065,1,1,0.9299,0,0.3921,1,134.88,156.06,99.33,25.24,29.2,18.59,2567,52,60.57,3.43,16.57,17.04,Clear.
1612,Punjab,Pakistan,10/26/2020,26,10,2020,30.811346,72.13913199999999,102875,198,2335,0,125250.33,199460.82,51101.5,45185.31,23183.33,79243.88,31631044.1,12595926.72,48838864.65,67.54,34.65,118.44,113939260.1,3.1592,1,1,0.932,0,0.3044,1,7968.17,12447.81,2558.53,1490.93,2329.12,478.73,51809,1601,64.6,1.27,10.19,6.83,Clear.
1613,Sindh,Pakistan,10/26/2020,26,10,2020,26.009446,68.77680699999999,143836,310,2598,0,65633.77,92284.89,41143.88,30268.59,16054.62,51253.9,18749228.22,12685707.62,22928110.09,38.99,20.68,66.03,49907675.66,4.4726,1,1,0.9365,0,0.4313,1,4359.34,5878.88,2540.0,815.68,1100.0,475.26,31732,848,60.57,3.43,16.57,17.04,Clear.
1614,Khyber Pakhtunkhwa,Pakistan,10/26/2020,26,10,2020,34.485332,72.09169,39043,28,1269,0,35063.71,45322.42,16340.61,23463.61,11164.91,42495.79,11549229.02,4356810.67,17280132.38,22.64,10.78,41.01,38100470.55,6.9705,1,1,0.9298,0,0.2527,1,1487.39,1996.06,793.86,278.31,373.48,148.54,23948,643,58.3,3.89,35.77,21.01,Clear.
1615,Azad Jammu and Kashmir,Pakistan,10/26/2020,26,10,2020,34.027401,73.947253,3846,58,87,1,13663.25,17704.44,8712.08,1010.14,505.4,1744.06,797006.57,452365.95,1055259.22,6.43,3.22,11.1,4334762.096,1.012,1,1,0.9298,0,0.3442,1,1098.38,1413.21,650.32,205.52,264.43,121.68,2009,59,39.14,1.86,26.43,0.0,Clear.
1616,Gilgit-Baltistan,Pakistan,10/26/2020,26,10,2020,35.792146,74.982138,4180,13,90,0,1449.65,2088.05,927.53,1768.11,910.65,3109.08,792308.82,436263.96,1092037.35,5.45,2.81,9.58,2227137.68,1.012,1,1,0.9286,0,0.3319,1,123.11,212.47,68.05,23.04,39.76,12.73,1423,36,17.86,0.43,7.57,4.3,Clear.
1617,Balochistan,Pakistan,10/27/2020,27,10,2020,28.328491999999997,65.898403,15839,29,149,1,14941.88,36982.65,4143.17,4849.01,2652.11,8342.27,5046110.04,1791396.5,7703725.47,6.29,3.44,10.82,13398367.25,4.4588,1,1,0.9394,0,0.264,1,1052.77,2102.4,331.35,197.24,393.9,62.08,6767,201,31.29,4.86,15.0,0.0,Clear.
1618,Islamabad,Pakistan,10/27/2020,27,10,2020,33.665087,73.121219,19181,169,213,1,3701.46,6217.07,1687.78,627.56,375.66,1054.51,470746.94,262298.35,651697.95,5.07,3.04,8.52,2155173.482,8.1637,1,1,0.9349,0,0.3944,1,136.33,159.45,96.77,25.54,29.87,18.13,2567,52,80.71,4.0,10.86,12.81,Clear.
1619,Punjab,Pakistan,10/27/2020,27,10,2020,30.811346,72.13913199999999,103082,207,2336,1,129795.85,207644.73,52914.0,45252.99,23218.06,79362.58,31760839.95,12648865.59,48962775.84,67.68,34.73,118.7,113939260.1,2.8413,1,1,0.9369,0,0.3062,1,8273.2,12944.41,2666.37,1550.03,2425.21,499.56,51809,1601,65.02,0.98,7.6,5.62,Clear.
1620,Sindh,Pakistan,10/27/2020,27,10,2020,26.009446,68.77680699999999,144114,278,2599,1,68512.81,96110.92,43182.21,30311.21,16077.23,51326.06,18817741.03,12756835.86,23018795.07,42.62,22.6,72.16,49907675.66,4.9606,1,1,0.9411,0,0.4276,1,4497.07,6098.06,2615.05,842.55,1142.51,489.94,31732,848,80.71,4.0,10.86,12.81,Clear.
1621,Khyber Pakhtunkhwa,Pakistan,10/27/2020,27,10,2020,34.485332,72.09169,39119,76,1270,1,36933.2,47848.22,17246.73,23486.89,11175.99,42537.95,11586162.22,4374057.4,17315534.52,23.28,11.08,42.16,38100470.55,6.8184,1,1,0.9348,0,0.2556,1,1569.16,2088.22,826.8,293.99,391.24,154.91,23948,643,57.25,4.2,35.39,23.87,Haze.
1622,Azad Jammu and Kashmir,Pakistan,10/27/2020,27,10,2020,34.027401,73.947253,3849,3,87,0,13838.19,17855.3,8870.78,1018.76,509.72,1758.95,810844.77,461274.24,1071181.8,8.63,4.32,14.89,4334762.096,0.6268,1,1,0.9349,0,0.3488,1,1144.14,1487.57,672.65,214.36,278.71,126.02,2009,59,56.86,4.14,41.43,0.0,Clear.
1623,Gilgit-Baltistan,Pakistan,10/27/2020,27,10,2020,35.792146,74.982138,4191,11,91,1,1479.91,2123.18,949.7,1773.58,913.47,3118.69,793788.74,437592.53,1093679.2,5.46,2.81,9.61,2227137.68,0.6268,1,1,0.9338,0,0.3345,1,123.72,211.65,69.57,23.18,39.65,13.03,1423,36,17.86,0.43,7.57,4.3,Clear.
1624,Balochistan,Pakistan,10/28/2020,28,10,2020,28.328491999999997,65.898403,15859,20,149,0,15200.04,36913.46,4260.28,4856.98,2656.47,8355.98,5061310.08,1796025.21,7717064.37,7.97,4.36,13.71,13398367.25,4.5047,1,1,0.9418,0,0.2635,1,1076.63,2199.46,328.9,201.81,412.29,61.65,6767,201,31.29,4.86,15.0,0.0,Clear.
1625,Islamabad,Pakistan,10/28/2020,28,10,2020,33.665087,73.121219,19300,119,214,1,3772.56,6290.52,1721.76,632.61,378.68,1062.99,474519.5,263991.25,655968.22,5.05,3.02,8.48,2155173.482,8.4405,1,1,0.9375,0,0.3996,1,137.3,162.16,94.58,25.74,30.4,17.73,2567,52,45.86,1.0,5.57,4.27,Clear.
1626,Punjab,Pakistan,10/28/2020,28,10,2020,30.811346,72.13913199999999,103314,232,2342,6,134462.81,216073.64,54780.09,45324.38,23254.68,79487.77,31895302.76,12703670.66,49090341.94,71.38,36.63,125.19,113939260.1,2.5013,1,1,0.9394,0,0.3085,1,8622.83,13544.18,2811.06,1616.35,2538.86,526.93,51809,1601,63.67,2.17,10.25,8.72,Clear.
1627,Sindh,Pakistan,10/28/2020,28,10,2020,26.009446,68.77680699999999,144449,335,2604,5,71545.37,100076.94,45321.61,30358.08,16102.09,51405.43,18889286.4,12831246.84,23113136.69,46.87,24.86,79.36,49907675.66,5.4621,1,1,0.9434,0,0.4247,1,4647.08,6341.47,2707.73,871.1,1188.71,507.56,31732,848,45.86,1.0,5.57,4.27,Clear.
1628,Khyber Pakhtunkhwa,Pakistan,10/28/2020,28,10,2020,34.485332,72.09169,39189,70,1271,1,38864.12,50411.01,18200.65,23510.13,11187.04,42580.03,11625026.34,4392258.05,17352814.3,23.24,11.06,42.08,38100470.55,6.6648,1,1,0.9374,0,0.2586,1,1653.08,2187.21,857.77,309.87,409.99,160.79,23948,643,59.52,4.93,30.05,24.48,Haze.
1629,Azad Jammu and Kashmir,Pakistan,10/28/2020,28,10,2020,34.027401,73.947253,3889,40,87,0,13986.02,18044.53,9018.71,1030.39,515.54,1779.03,824830.79,470685.2,1087221.97,11.63,5.82,20.08,4334762.096,0.2283,1,1,0.9375,0,0.3533,1,1193.31,1561.62,699.24,223.69,292.73,131.07,2009,59,40.0,1.29,17.57,0.0,Clear.
1630,Gilgit-Baltistan,Pakistan,10/28/2020,28,10,2020,35.792146,74.982138,4200,9,92,1,1510.36,2159.5,983.92,1778.64,916.07,3127.58,795299.1,438947.08,1095336.75,5.06,2.61,8.89,2227137.68,0.2283,1,1,0.9364,0,0.3371,1,123.96,210.72,70.74,23.24,39.5,13.26,1423,36,38.86,2.43,8.14,8.56,Clear.
1631,Balochistan,Pakistan,10/29/2020,29,10,2020,28.328491999999997,65.898403,15876,17,149,0,15455.34,36656.19,4375.99,4866.95,2661.92,8373.14,5076765.42,1800385.04,7730650.55,9.97,5.46,17.16,13398367.25,4.6701,1,1,0.9441,0,0.2629,1,1101.22,2297.33,327.48,207.03,431.9,61.57,6767,201,40.86,6.0,14.86,0.0,Clear.
1632,Islamabad,Pakistan,10/29/2020,29,10,2020,33.665087,73.121219,19454,154,215,1,3841.04,6355.91,1754.45,637.71,381.73,1071.55,478360.54,265718.28,660305.37,5.09,3.05,8.56,2155173.482,8.6696,1,1,0.94,0,0.4046,1,137.73,163.96,92.93,25.89,30.82,17.47,2567,52,82.57,4.43,31.43,21.31,Clear.
1633,Punjab,Pakistan,10/29/2020,29,10,2020,30.811346,72.13913199999999,103587,273,2347,5,139243.15,224727.52,56697.63,45402.2,23294.61,79624.25,32034545.91,12760393.92,49221598.58,77.83,39.93,136.49,113939260.1,2.2222,1,1,0.9419,0,0.311,1,9002.14,14183.73,2984.9,1692.42,2666.57,561.17,51809,1601,58.79,2.5,16.9,12.45,Clear.
1634,Sindh,Pakistan,10/29/2020,29,10,2020,26.009446,68.77680699999999,144765,316,2611,7,74730.9,104175.95,47413.13,30409.68,16129.46,51492.81,18964017.3,12908688.94,23211252.14,51.6,27.37,87.38,49907675.66,5.8942,1,1,0.9457,0,0.4227,1,4800.52,6603.35,2815.85,902.51,1241.44,529.39,31732,848,82.57,4.43,31.43,21.31,Clear.
1635,Khyber Pakhtunkhwa,Pakistan,10/29/2020,29,10,2020,34.485332,72.09169,39277,88,1273,2,40853.06,52997.85,19202.87,23532.97,11197.91,42621.4,11665879.4,4411460.92,17392043.02,22.84,10.87,41.37,38100470.55,6.5748,1,1,0.9399,0,0.2619,1,1736.15,2308.11,885.07,326.4,433.93,166.39,23948,643,49.64,3.61,33.0,21.1,Clear.
1636,Azad Jammu and Kashmir,Pakistan,10/29/2020,29,10,2020,34.027401,73.947253,3938,49,88,1,14105.95,18182.89,9154.71,1045.49,523.09,1805.09,838936.74,480230.25,1103349.77,15.09,7.55,26.06,4334762.096,0.1008,1,1,0.94,0,0.358,1,1243.44,1631.45,727.68,233.77,306.72,136.81,2009,59,58.0,1.57,25.57,0.0,Clear.
1637,Gilgit-Baltistan,Pakistan,10/29/2020,29,10,2020,35.792146,74.982138,4211,11,92,0,1540.73,2189.67,1019.47,1783.0,918.32,3135.25,796839.83,440327.91,1097010.17,4.36,2.25,7.67,2227137.68,0.1008,1,1,0.9390000000000001,0,0.3398,1,123.5,209.21,71.28,23.22,39.33,13.4,1423,36,59.71,2.14,17.86,8.53,Clear.
1638,Balochistan,Pakistan,10/30/2020,30,10,2020,28.328491999999997,65.898403,15887,11,149,0,15706.99,36233.72,4481.13,4879.01,2668.52,8393.89,5092472.41,1804885.16,7744498.17,12.06,6.6,20.75,13398367.25,4.9767,1,1,0.9489,0,0.2623,1,1129.52,2401.85,327.89,212.73,452.35,61.75,6767,201,38.14,4.71,19.0,0.0,Clear.
1639,Islamabad,Pakistan,10/30/2020,30,10,2020,33.665087,73.121219,19594,140,216,1,3906.66,6413.17,1785.72,642.92,384.85,1080.31,482267.2,267478.18,664706.73,5.21,3.12,8.76,2155173.482,8.7683,1,1,0.9452,0,0.4108,1,138.27,165.47,92.38,26.04,31.16,17.4,2567,52,70.43,4.29,28.0,17.05,Clear.
1640,Punjab,Pakistan,10/30/2020,30,10,2020,30.811346,72.13913199999999,103831,244,2354,7,144127.21,233582.61,58663.81,45488.39,23338.83,79775.41,32178673.12,12819084.6,49356572.14,86.19,44.22,151.15,113939260.1,2.0927,1,1,0.9468,0,0.3138,1,9435.41,14903.69,3191.41,1777.02,2806.89,601.05,51809,1601,64.81,1.1,9.88,5.61,Clear.
1641,Sindh,Pakistan,10/30/2020,30,10,2020,26.009446,68.77680699999999,145238,473,2620,9,78066.96,108782.48,49628.62,30466.33,16159.51,51588.74,19042084.27,12967213.78,23313249.09,56.66,30.05,95.93,49907675.66,6.1686,1,1,0.9503,0,0.4221,1,4970.56,6890.4,2934.01,936.13,1297.7,552.58,31732,848,70.43,4.29,28.0,17.05,Clear.
1642,Khyber Pakhtunkhwa,Pakistan,10/30/2020,30,10,2020,34.485332,72.09169,39361,84,1276,3,42895.9,55685.07,20253.47,23555.39,11208.58,42662.0,11708775.29,4431714.39,17433288.45,22.42,10.67,40.6,38100470.55,6.6179,1,1,0.9451,0,0.2654,1,1823.79,2438.49,911.59,343.48,459.25,171.68,23948,643,64.43,4.82,43.14,27.27,Haze.
1643,Azad Jammu and Kashmir,Pakistan,10/30/2020,30,10,2020,34.027401,73.947253,4046,108,89,1,14197.6,18270.44,9277.75,1064.17,532.44,1837.34,853134.34,489891.86,1119534.57,18.68,9.35,32.25,4334762.096,0.2716,1,1,0.9451,0,0.3626,1,1297.44,1707.43,759.37,244.35,321.57,143.02,2009,59,48.0,2.14,18.57,0.0,Clear.
1644,Gilgit-Baltistan,Pakistan,10/30/2020,30,10,2020,35.792146,74.982138,4229,18,92,0,1570.72,2225.25,1056.1,1786.51,920.13,3141.42,798410.56,441734.99,1098699.31,3.51,1.81,6.17,2227137.68,0.2716,1,1,0.9442,0,0.3424,1,122.67,207.68,71.19,23.1,39.11,13.41,1423,36,59.71,2.14,17.86,8.53,Clear.
1645,Balochistan,Pakistan,10/31/2020,31,10,2020,28.328491999999997,65.898403,15896,9,150,1,15954.12,36311.26,4612.82,4893.0,2676.17,8417.94,5108426.54,1809533.88,7758619.36,13.98,7.65,24.05,13398367.25,5.4192,1,1,0.9537,0,0.2618,1,1159.61,2508.9,329.43,218.61,472.99,62.11,6767,201,38.14,4.71,19.0,0.0,Clear.
1646,Islamabad,Pakistan,10/31/2020,31,10,2020,33.665087,73.121219,19818,224,217,1,3969.16,6462.24,1815.43,648.33,388.09,1089.4,486236.37,269269.55,670192.24,5.41,3.24,9.1,2155173.482,8.6759,1,1,0.9503,0,0.4187,1,138.99,166.76,92.98,26.2,31.44,17.53,2567,52,70.43,4.29,28.0,17.05,Clear.
1647,Punjab,Pakistan,10/31/2020,31,10,2020,30.811346,72.13913199999999,104016,185,2357,3,149103.87,242612.06,60675.14,45584.04,23387.91,79943.15,32327776.99,12879788.46,49495279.4,95.65,49.07,167.74,113939260.1,2.1693,1,1,0.9518,0,0.3168,1,9907.3,15682.9,3432.9,1867.76,2956.59,647.18,51809,1601,58.79,2.5,16.9,12.45,Clear.
1648,Sindh,Pakistan,10/31/2020,31,10,2020,26.009446,68.77680699999999,145475,237,2625,5,81549.3,113632.94,51968.72,30528.21,16192.33,51693.51,19123633.57,13028401.98,23419223.94,61.87,32.82,104.77,49907675.66,6.2247,1,1,0.955,0,0.4237,1,5149.94,7191.24,3039.25,970.88,1355.72,572.97,31732,848,70.43,4.29,28.0,17.05,Clear.
1649,Khyber Pakhtunkhwa,Pakistan,10/31/2020,31,10,2020,34.485332,72.09169,39458,97,1276,0,44987.8,58529.41,21352.2,23577.68,11219.19,42702.37,11753763.09,4453066.59,17476613.77,22.29,10.61,40.37,38100470.55,6.8275,1,1,0.9502,0,0.2702,1,1914.71,2573.48,937.02,360.97,485.16,176.65,23948,643,64.43,4.82,43.14,27.27,Haze.
1650,Azad Jammu and Kashmir,Pakistan,10/31/2020,31,10,2020,34.027401,73.947253,4082,36,90,1,14260.88,18270.95,9386.91,1086.2,543.46,1875.39,867395.22,499651.39,1135745.4,22.03,11.02,38.04,4334762.096,0.2277,1,1,0.9503,0,0.3672,1,1352.68,1785.15,792.13,255.01,336.54,149.33,2009,59,58.0,1.57,25.57,0.0,Clear.
1651,Gilgit-Baltistan,Pakistan,10/31/2020,31,10,2020,35.792146,74.982138,4248,19,92,0,1600.04,2264.54,1093.56,1789.14,921.48,3146.05,800010.6,443167.92,1100403.67,2.63,1.35,4.62,2227137.68,0.2277,1,1,0.9494,0,0.345,1,121.4,205.94,70.03,22.89,38.82,13.2,1423,36,59.71,2.14,17.86,8.53,Clear.
1652,Balochistan,Pakistan,11/1/2020,1,11,2020,28.328491999999997,65.898403,15920,24,151,1,16195.81,36276.56,4750.72,4908.49,2684.64,8444.59,5124622.34,1814338.75,7773023.92,15.49,8.47,26.65,13398367.25,5.9252,1,1,0.9584,0,0.2612,1,1191.99,2619.5,331.98,224.74,493.89,62.59,6767,201,38.14,4.71,19.0,0.0,Clear.
1653,Islamabad,Pakistan,11/1/2020,1,11,2020,33.665087,73.121219,19970,152,222,5,4028.29,6503.15,1843.44,654.03,391.5,1098.98,490264.66,271090.79,676862.97,5.7,3.41,9.57,2155173.482,8.417,1,1,0.9554,0,0.4263,1,140.34,168.23,94.88,26.46,31.72,17.89,2567,52,10.57,0.0,0.0,0.0,Clear.
1654,Punjab,Pakistan,11/1/2020,1,11,2020,30.811346,72.13913199999999,104271,255,2362,5,154161.24,251790.16,62727.91,45689.38,23441.96,80127.9,32481938.23,12942547.59,49637727.67,105.34,54.05,184.74,113939260.1,2.4196,1,1,0.9567,0,0.3201,1,10421.83,16531.85,3714.87,1964.99,3117.01,700.42,51809,1601,64.81,1.1,9.88,5.61,Clear.
