,Province,Country_Region,Date,Day,Month,Year,Lat,Long_,Confirmed,Daily_Confirmed,Deaths,Daily_Deaths,inf_mean,inf_upper,inf_lower,seir_cumulative_mean,seir_cumulative_lower,seir_cumulative_upper,inf_cuml_mean,inf_cuml_lower,inf_cuml_upper,seir_daily_mean,seir_daily_lower,seir_daily_upper,population,mobility_mean,mobility_obs,testing_obs,pneumonia_mean,pneumonia_obs,mask_use_mean,mask_use_obs,hospital_beds_mean,hospital_beds_upper,hospital_beds_lower,icu_beds_mean,icu_beds_upper,icu_beds_lower,all_bed_capacity,icu_bed_capacity,Temp,Wind,Barometer,Visibility,Weather
1513,Islamabad,Pakistan,10/12/2020,12,10,2020,33.665087,73.121219,17331,35,189,1,2494.66,4379.73,1096.84,556.55,333.15,935.17,423531.97,241368.85,592023.52,1.75,1.05,2.94,2155173.482,9.1686,1,1,0.8701,0,0.3624,1,83.16,91.21,70.44,15.47,16.97,13.1,2567,52,64.29,2.43,23.14,16.96,Clear.
1514,Punjab,Pakistan,10/12/2020,12,10,2020,30.811346,72.13913199999999,100764,77,2258,1,75488.92,113246.68,31403.21,43719.22,22431.12,76672.72,30230509.88,12019833.14,47453523.59,90.7,46.54,159.07,113939260.1,0.9799,1,1,0.8741,0,0.3016,1,5438.05,7958.0,2207.7,1011.44,1480.14,410.62,51809,1601,69.81,1.27,7.85,5.56,Clear.
1515,Sindh,Pakistan,10/12/2020,12,10,2020,26.009446,68.77680699999999,140294,163,2555,6,39569.64,53991.65,24450.87,29726.69,15767.19,50336.3,18027660.55,11963038.63,21969092.24,50.58,26.83,85.65,49907675.66,7.0461,1,1,0.8824,0,0.44,1,3318.51,4413.17,2002.6,617.22,820.82,372.47,31732,848,64.29,2.43,23.14,16.96,Clear.
1516,Khyber Pakhtunkhwa,Pakistan,10/12/2020,12,10,2020,34.485332,72.09169,38348,19,1264,1,16012.47,20589.55,7910.27,23333.94,11103.21,42260.94,11197607.98,4191067.6,16939088.99,4.16,1.98,7.54,38100470.55,5.8504,1,1,0.8699,0,0.2568,1,772.76,1203.89,397.31,143.73,223.92,73.9,23948,643,48.16,4.68,33.0,18.26,Clear.
1517,Azad Jammu and Kashmir,Pakistan,10/12/2020,12,10,2020,34.027401,73.947253,3118,73,78,0,9391.74,12089.39,6005.71,915.48,458.05,1580.63,630887.23,349377.02,867643.66,4.12,2.06,7.11,4334762.096,1.1685,1,1,0.87,0,0.2929,1,603.35,818.88,366.25,112.22,152.31,68.12,2009,59,65.86,2.0,26.0,0.0,Clear.
1518,Gilgit-Baltistan,Pakistan,10/12/2020,12,10,2020,35.792146,74.982138,3937,13,90,1,1149.46,1810.88,719.95,1741.36,896.87,3062.03,774315.84,419677.24,1070010.15,3.51,1.81,6.17,2227137.68,1.1685,1,1,0.8678,0,0.3023,1,134.91,256.47,63.08,25.09,47.7,11.73,1423,36,68.71,4.29,26.71,21.21,Clear.
1519,Balochistan,Pakistan,10/13/2020,13,10,2020,28.328491999999997,65.898403,15541,16,146,0,11235.53,23978.67,3409.91,4760.22,2603.55,8189.51,4860977.21,1735521.71,7496955.38,2.46,1.35,4.24,13398367.25,3.9004,1,1,0.8834,0,0.2702,1,811.13,1587.13,335.3,150.98,295.42,62.41,6767,201,40.57,8.57,15.43,0.0,Clear.
1520,Islamabad,Pakistan,10/13/2020,13,10,2020,33.665087,73.121219,17428,97,189,0,2575.52,4537.6,1135.86,558.67,334.42,938.74,426107.49,242503.52,595081.16,2.12,1.27,3.56,2155173.482,9.0136,1,1,0.8749,0,0.3654,1,84.64,93.51,70.58,15.75,17.4,13.14,2567,52,64.14,4.71,9.14,12.71,Clear.
1521,Punjab,Pakistan,10/13/2020,13,10,2020,30.811346,72.13913199999999,100892,128,2264,6,78239.38,117833.47,32491.09,43819.88,22482.77,76849.25,30308749.26,12052373.2,47533094.31,100.66,51.64,176.53,113939260.1,1.3506,1,1,0.8787,0,0.3017,1,5595.72,8229.93,2247.22,1041.55,1531.86,418.28,51809,1601,71.9,1.44,5.65,6.79,Clear.
1522,Sindh,Pakistan,10/13/2020,13,10,2020,26.009446,68.77680699999999,140534,240,2556,1,40711.34,55900.9,25104.83,29775.61,15793.14,50419.14,18068371.89,12001453.27,22022348.85,48.92,25.95,82.84,49907675.66,6.6652,1,1,0.8867,0,0.4433,1,3350.15,4458.85,2013.04,623.57,829.94,374.69,31732,848,64.14,4.71,9.14,12.71,Clear.
1523,Khyber Pakhtunkhwa,Pakistan,10/13/2020,13,10,2020,34.485332,72.09169,38367,19,1264,0,16945.87,21798.71,8298.98,23337.3,11104.8,42267.01,11214553.85,4199366.58,16956125.06,3.36,1.6,6.08,38100470.55,6.2188,1,1,0.8746,0,0.2597,1,793.69,1222.17,406.28,147.73,227.49,75.62,23948,643,64.91,5.45,41.68,25.01,Haze.
1524,Azad Jammu and Kashmir,Pakistan,10/13/2020,13,10,2020,34.027401,73.947253,3131,13,79,1,9740.4,12500.38,6198.09,920.33,460.47,1588.99,640627.63,355403.16,878343.37,4.84,2.42,8.36,4334762.096,0.7472,1,1,0.8748,0,0.2955,1,630.38,851.06,386.96,117.34,158.41,72.03,2009,59,47.86,1.57,24.86,0.0,Clear.
1525,Gilgit-Baltistan,Pakistan,10/13/2020,13,10,2020,35.792146,74.982138,3955,18,91,1,1159.7,1814.59,736.95,1744.46,898.47,3067.48,775475.54,420793.89,1071578.06,3.1,1.6,5.45,2227137.68,0.7472,1,1,0.8726,0,0.3038,1,133.23,252.75,63.49,24.8,47.05,11.82,1423,36,47.14,3.57,15.29,12.71,Clear.
1526,Balochistan,Pakistan,10/14/2020,14,10,2020,28.328491999999997,65.898403,15577,36,146,0,11496.92,25284.52,3420.43,4763.95,2605.59,8195.93,4872474.13,1739121.59,7511903.53,3.73,2.04,6.42,13398367.25,4.541,1,1,0.8857,0,0.2699,1,823.92,1563.33,346.66,153.34,290.96,64.52,6767,201,45.71,8.43,19.86,0.0,Clear.
1527,Islamabad,Pakistan,10/14/2020,14,10,2020,33.665087,73.121219,17526,98,190,1,2657.12,4695.51,1175.52,561.3,335.99,943.17,428764.61,243673.89,598407.14,2.64,1.58,4.43,2155173.482,8.8534,1,1,0.8773,0,0.3683,1,86.76,96.34,71.5,16.15,17.93,13.31,2567,52,74.0,6.71,9.29,16.96,Clear.
1528,Punjab,Pakistan,10/14/2020,14,10,2020,30.811346,72.13913199999999,101014,122,2270,6,81098.39,122619.24,33622.14,43929.75,22539.14,77041.94,30389847.65,12086042.22,47615329.21,109.87,56.37,192.69,113939260.1,1.6841,1,1,0.8811,0,0.3022,1,5752.47,8499.9,2280.81,1070.62,1581.95,424.49,51809,1601,71.46,2.52,16.6,10.52,Clear.
1529,Sindh,Pakistan,10/14/2020,14,10,2020,26.009446,68.77680699999999,140756,222,2562,6,41939.38,57915.51,25870.19,29822.57,15818.05,50498.66,18110311.27,12041446.98,22077457.3,46.96,24.91,79.52,49907675.66,6.273,1,1,0.8889,0,0.4455,1,3386.25,4509.69,2026.31,630.23,839.32,377.12,31732,848,74.0,6.71,9.29,16.96,Clear.
1530,Khyber Pakhtunkhwa,Pakistan,10/14/2020,14,10,2020,34.485332,72.09169,38427,60,1264,0,17938.93,23079.83,8714.11,23339.97,11106.08,42271.86,11232492.78,4208080.69,16974016.41,2.67,1.27,4.84,38100470.55,6.5303,1,1,0.8771,0,0.262,1,817.93,1243.86,416.84,152.23,231.5,77.58,23948,643,70.18,9.11,39.75,27.1,Haze.
1531,Azad Jammu and Kashmir,Pakistan,10/14/2020,14,10,2020,34.027401,73.947253,3198,67,80,1,10091.38,12907.98,6393.65,926.09,463.35,1598.95,650719.01,361644.89,889374.48,5.77,2.89,9.96,4334762.096,0.3592,1,1,0.8772,0,0.2983,1,659.15,884.3,408.57,122.68,164.58,76.04,2009,59,55.86,2.14,17.57,0.0,Clear.
1532,Gilgit-Baltistan,Pakistan,10/14/2020,14,10,2020,35.792146,74.982138,3965,10,90,1,1171.94,1815.93,751.49,1746.82,899.68,3071.63,776647.47,421912.37,1073138.91,2.36,1.21,4.15,2227137.68,0.3592,1,1,0.8751,0,0.3054,1,131.58,249.04,64.95,24.49,46.35,12.09,1423,36,62.14,4.71,43.14,21.24,Passing clouds.
1533,Balochistan,Pakistan,10/15/2020,15,10,2020,28.328491999999997,65.898403,15599,22,146,0,11760.61,26592.63,3435.61,4769.03,2608.37,8204.68,4884234.74,1742756.17,7527000.72,5.08,2.78,8.75,13398367.25,5.0881,1,1,0.888,0,0.2696,1,838.47,1540.8,352.66,155.76,286.24,65.51,6767,201,49.86,7.0,7.57,0.0,Clear.
1534,Islamabad,Pakistan,10/15/2020,15,10,2020,33.665087,73.121219,17681,155,191,1,2739.3,4849.31,1215.76,564.55,337.94,948.63,431503.91,244880.52,601830.86,3.25,1.94,5.46,2155173.482,8.6854,1,1,0.8798,0,0.3708,1,89.64,99.81,73.58,16.65,18.54,13.67,2567,52,74.43,4.0,30.57,25.49,Clear.
1535,Punjab,Pakistan,10/15/2020,15,10,2020,30.811346,72.13913199999999,101237,223,2277,7,84070.45,127615.04,34797.94,44047.55,22599.58,77248.53,30473918.1,12120884.87,47700309.02,117.8,60.44,206.59,113939260.1,1.9927,1,1,0.8834,0,0.3032,1,5910.15,8770.94,2308.68,1097.94,1629.39,428.89,51809,1601,78.65,1.29,4.04,6.19,Clear.
1536,Sindh,Pakistan,10/15/2020,15,10,2020,26.009446,68.77680699999999,140997,241,2566,4,43259.81,60020.63,26713.56,29867.37,15841.81,50574.51,18153571.08,12083122.79,22134530.1,44.8,23.76,75.86,49907675.66,5.8664,1,1,0.8911,0,0.4469,1,3428.28,4568.16,2052.65,636.88,848.64,381.33,31732,848,74.43,4.0,30.57,25.49,Clear.
1537,Khyber Pakhtunkhwa,Pakistan,10/15/2020,15,10,2020,34.485332,72.09169,38464,37,1264,0,18993.79,24429.7,9157.12,23342.19,11107.13,42275.88,11251486.57,4217237.82,16992823.42,2.22,1.06,4.02,38100470.55,6.7774,1,1,0.8795,0,0.2641,1,846.2,1269.7,430.39,157.2,235.87,79.95,23948,643,70.18,9.11,39.75,27.1,Haze.
1538,Azad Jammu and Kashmir,Pakistan,10/15/2020,15,10,2020,34.027401,73.947253,3258,60,80,0,10442.77,13309.53,6591.82,932.85,466.73,1610.61,661161.78,368086.92,900739.9,6.76,3.38,11.66,4334762.096,0.0027,1,1,0.8797,0,0.3013,1,689.82,918.86,430.14,128.15,170.7,79.91,2009,59,62.14,2.43,44.14,0.0,Clear.
1539,Gilgit-Baltistan,Pakistan,10/15/2020,15,10,2020,35.792146,74.982138,3982,17,90,0,1186.13,1819.2,765.21,1748.26,900.42,3074.16,777833.61,423034.84,1074694.66,1.44,0.74,2.54,2227137.68,0.0027,1,1,0.8776,0,0.3071,1,129.89,245.37,65.91,24.13,45.58,12.24,1423,36,76.0,5.14,35.57,21.29,Haze.
1540,Balochistan,Pakistan,10/16/2020,16,10,2020,28.328491999999997,65.898403,15621,22,146,0,12025.93,27891.51,3455.91,4775.42,2611.86,8215.66,4896260.67,1746430.94,7542249.71,6.38,3.49,10.98,13398367.25,5.5223,1,1,0.8926,0,0.2692,1,854.13,1522.37,356.36,158.54,282.57,66.14,6767,201,41.0,6.43,18.29,0.0,Clear.
1541,Islamabad,Pakistan,10/16/2020,16,10,2020,33.665087,73.121219,17781,100,193,2,2821.92,4985.88,1256.49,568.45,340.27,955.18,434325.83,246123.93,605353.69,3.9,2.33,6.55,2155173.482,8.5069,1,1,0.8847,0,0.37200000000000005,1,93.24,103.85,76.91,17.31,19.28,14.28,2567,52,62.43,5.71,15.71,16.98,Clear.
1542,Punjab,Pakistan,10/16/2020,16,10,2020,30.811346,72.13913199999999,101367,130,2279,2,87160.07,132831.95,36020.01,44171.41,22663.13,77465.75,30561078.17,12156947.4,47788114.65,123.86,63.55,217.22,113939260.1,2.2893,1,1,0.8882,0,0.3035,1,6066.01,9039.32,2329.31,1125.93,1677.82,432.35,51809,1601,63.98,1.69,9.75,8.06,Clear.
1543,Sindh,Pakistan,10/16/2020,16,10,2020,26.009446,68.77680699999999,141249,252,2568,2,44678.85,62224.72,27628.08,29909.92,15864.38,50646.55,18198249.93,12126587.91,22193684.11,42.54,22.57,72.04,49907675.66,5.4458,1,1,0.8956,0,0.4467,1,3474.91,4631.78,2082.15,644.99,859.72,386.48,31732,848,62.43,5.71,15.71,16.98,Clear.
1544,Khyber Pakhtunkhwa,Pakistan,10/16/2020,16,10,2020,34.485332,72.09169,38521,57,1265,1,20112.44,25848.39,9629.54,23344.3,11108.14,42279.7,11271599.02,4226867.35,17012609.49,2.11,1.0,3.82,38100470.55,6.9612,1,1,0.8845,0,0.2625,1,878.57,1299.34,456.21,163.08,241.17,84.68,23948,643,72.45,5.43,34.91,27.8,Haze.
1545,Azad Jammu and Kashmir,Pakistan,10/16/2020,16,10,2020,34.027401,73.947253,3322,64,80,0,10792.46,13812.21,6792.01,940.53,470.58,1623.87,671954.24,374705.92,912441.18,7.68,3.84,13.26,4334762.096,0.3478,1,1,0.8846,0,0.3044,1,721.92,954.22,452.55,134.0,177.12,84.0,2009,59,28.14,1.43,12.29,0.0,Clear.
1546,Gilgit-Baltistan,Pakistan,10/16/2020,16,10,2020,35.792146,74.982138,4016,34,90,0,1202.24,1828.03,779.85,1748.76,900.69,3075.05,779035.85,424163.55,1076247.31,0.51,0.26,0.89,2227137.68,0.3478,1,1,0.8826,0,0.3089,1,128.1,241.73,65.07,23.78,44.87,12.08,1423,36,33.14,1.29,3.86,4.24,Clear.
1547,Balochistan,Pakistan,10/17/2020,17,10,2020,28.328491999999997,65.898403,15644,23,146,0,12292.27,29168.31,3481.81,4782.9,2615.95,8228.53,4908552.93,1750151.81,7557656.31,7.48,4.09,12.87,13398367.25,5.8345,1,1,0.8972,0,0.2689,1,871.52,1501.34,363.47,161.76,278.66,67.46,6767,201,35.86,6.0,7.0,0.0,Sunny.
1548,Islamabad,Pakistan,10/17/2020,17,10,2020,33.665087,73.121219,17913,132,194,1,2904.8,5120.35,1297.59,572.98,342.98,962.79,437230.63,247404.6,608977.02,4.53,2.71,7.61,2155173.482,8.32,1,1,0.8897,0,0.3735,1,97.62,108.55,81.37,18.12,20.15,15.1,2567,52,62.57,10.29,24.57,21.2,Clear.
1549,Punjab,Pakistan,10/17/2020,17,10,2020,30.811346,72.13913199999999,101425,58,2288,9,90371.62,138281.57,37289.94,44298.91,22728.54,77689.34,30651449.79,12194277.66,47878827.03,127.49,65.41,223.59,113939260.1,2.5792,1,1,0.8931,0,0.3042,1,6227.09,9315.9,2345.15,1155.78,1729.08,435.27,51809,1601,69.46,2.31,8.88,10.54,Clear.
1550,Sindh,Pakistan,10/17/2020,17,10,2020,26.009446,68.77680699999999,141474,225,2574,6,46202.92,64562.18,28616.65,29950.21,15885.75,50714.79,18244452.84,12171953.55,22255040.63,40.3,21.37,68.24,49907675.66,5.0216,1,1,0.9001,0,0.4457,1,3530.38,4706.08,2115.95,655.26,873.47,392.73,31732,848,62.57,10.29,24.57,21.2,Clear.
1551,Khyber Pakhtunkhwa,Pakistan,10/17/2020,17,10,2020,34.485332,72.09169,38565,44,1265,0,21296.72,27343.79,10132.96,23346.74,11109.3,42284.12,11292895.74,4237000.31,17033441.03,2.44,1.16,4.43,38100470.55,7.0868,1,1,0.8895,0,0.2605,1,916.44,1338.04,487.35,170.1,248.35,90.45,23948,643,60.75,4.25,33.66,23.74,Haze.
1552,Azad Jammu and Kashmir,Pakistan,10/17/2020,17,10,2020,34.027401,73.947253,3398,76,81,1,11138.18,14444.77,6993.57,948.93,474.78,1638.38,683092.41,381543.33,924478.3,8.4,4.2,14.5,4334762.096,0.6775,1,1,0.8896,0,0.3078,1,756.05,991.31,476.05,140.33,183.99,88.36,2009,59,45.29,2.57,37.29,0.0,Clear.
1553,Gilgit-Baltistan,Pakistan,10/17/2020,17,10,2020,35.792146,74.982138,4033,17,90,0,1220.21,1844.79,795.94,1748.77,900.69,3075.06,780256.06,425300.83,1077798.92,0.0,0.0,0.0,2227137.68,0.6775,1,1,0.8877,0,0.3108,1,126.4,238.37,64.22,23.46,44.24,11.92,1423,36,54.43,2.71,24.71,17.0,Clear.
1554,Balochistan,Pakistan,10/18/2020,18,10,2020,28.328491999999997,65.898403,15669,25,147,1,12559.15,30408.51,3513.75,4791.13,2620.45,8242.7,4921112.08,1753925.07,7573229.22,8.23,4.5,14.17,13398367.25,6.0177,1,1,0.9018,0,0.2685,1,889.31,1514.79,366.18,165.32,281.6,68.07,6767,201,15.57,2.43,7.43,0.0,Clear.
1555,Islamabad,Pakistan,10/18/2020,18,10,2020,33.665087,73.121219,17996,83,194,0,2987.76,5252.13,1338.94,578.06,346.03,971.33,440218.39,248722.92,612702.19,5.08,3.04,8.54,2155173.482,8.1348,1,1,0.8946,0,0.3732,1,102.51,113.68,86.5,19.06,21.13,16.08,2567,52,36.14,5.0,18.57,12.74,Clear.
1556,Punjab,Pakistan,10/18/2020,18,10,2020,30.811346,72.13913199999999,101559,134,2298,10,93709.28,143976.17,38609.37,44427.03,22794.28,77914.03,30745159.07,12232925.16,47972526.87,128.12,65.73,224.69,113939260.1,2.8536,1,1,0.8979,0,0.3044,1,6387.1,9571.97,2353.63,1187.35,1779.41,437.54,51809,1601,75.6,2.75,9.67,10.55,Clear.
1557,Sindh,Pakistan,10/18/2020,18,10,2020,26.009446,68.77680699999999,141713,239,2579,5,47838.56,67039.38,29677.51,29988.38,15906.0,50779.42,18292291.4,12219334.9,22318725.47,38.17,20.24,64.63,49907675.66,4.6189,1,1,0.9046,0,0.4442,1,3591.24,4786.31,2153.77,667.61,889.77,400.38,31732,848,36.14,5.0,18.57,12.74,Clear.
1558,Khyber Pakhtunkhwa,Pakistan,10/18/2020,18,10,2020,34.485332,72.09169,38598,33,1265,0,22548.26,28913.58,10669.05,23350.08,11110.89,42290.17,11315444.0,4247669.36,17055387.49,3.34,1.59,6.05,38100470.55,7.1621,1,1,0.8944,0,0.258,1,959.24,1385.94,519.56,178.32,257.64,96.59,23948,643,64.36,4.84,38.34,25.09,Haze.
1559,Azad Jammu and Kashmir,Pakistan,10/18/2020,18,10,2020,34.027401,73.947253,3437,39,81,0,11477.48,15076.02,7195.76,957.72,479.18,1653.56,694569.9,388598.77,936849.59,8.79,4.4,15.18,4334762.096,0.9796,1,1,0.8946,0,0.3113,1,791.11,1028.89,499.5,147.07,191.27,92.86,2009,59,26.29,1.29,20.0,0.0,Clear.
1560,Gilgit-Baltistan,Pakistan,10/18/2020,18,10,2020,35.792146,74.982138,4047,14,90,0,1239.97,1864.49,808.24,1748.77,900.69,3075.06,781496.04,426449.02,1079351.56,0.0,0.0,0.0,2227137.68,0.9796,1,1,0.8927,0,0.3128,1,124.76,235.07,63.42,23.19,43.7,11.79,1423,36,19.86,0.86,10.57,8.52,Clear.
1561,Balochistan,Pakistan,10/19/2020,19,10,2020,28.328491999999997,65.898403,15688,19,148,1,12826.29,31595.67,3552.13,4799.63,2625.1,8257.31,4933938.37,1757757.36,7588979.8,8.5,4.65,14.62,13398367.25,6.0668,1,1,0.9064,0,0.2681,1,906.96,1572.96,371.71,168.93,292.98,69.24,6767,201,16.86,2.71,3.57,0.0,Sunny.
1562,Islamabad,Pakistan,10/19/2020,19,10,2020,33.665087,73.121219,18069,73,195,1,3070.59,5380.59,1380.39,583.56,349.32,980.56,443288.98,250079.22,616530.51,5.49,3.29,9.23,2155173.482,7.9623,1,1,0.8996,0,0.3724,1,107.65,119.12,91.78,20.05,22.19,17.09,2567,52,26.14,1.71,9.0,8.5,Overcast.
1563,Punjab,Pakistan,10/19/2020,19,10,2020,30.811346,72.13913199999999,101652,93,2304,6,97176.81,149928.46,39979.87,44552.23,22858.51,78133.61,30842335.88,12272941.01,48069294.18,125.2,64.24,219.58,113939260.1,3.0957,1,1,0.9027,0,0.3042,1,6546.13,9813.54,2355.05,1219.31,1827.91,438.66,51809,1601,65.62,1.33,6.06,7.45,Clear.
1564,Sindh,Pakistan,10/19/2020,19,10,2020,26.009446,68.77680699999999,141841,128,2581,2,49592.18,69661.56,30695.72,30024.64,15925.23,50840.81,18341883.58,12268850.54,22384868.6,36.26,19.23,61.4,49907675.66,4.2638,1,1,0.9091,0,0.4432,1,3657.55,4872.38,2195.42,681.27,907.55,408.93,31732,848,26.14,1.71,9.0,8.5,Overcast.
1565,Khyber Pakhtunkhwa,Pakistan,10/19/2020,19,10,2020,34.485332,72.09169,38645,47,1265,0,23868.41,30554.19,11239.53,23354.98,11113.22,42299.05,11339312.42,4258908.89,17078521.2,4.9,2.33,8.88,38100470.55,7.1952,1,1,0.8994,0,0.2553,1,1007.15,1441.08,551.61,187.6,268.42,102.75,23948,643,55.43,3.66,35.86,21.03,Haze.
1566,Azad Jammu and Kashmir,Pakistan,10/19/2020,19,10,2020,34.027401,73.947253,3498,61,82,1,11807.85,15647.05,7397.68,966.44,483.54,1668.61,706377.74,395870.51,949881.78,8.72,4.36,15.05,4334762.096,1.2375,1,1,0.8995,0,0.3149,1,826.66,1066.62,521.5,153.98,198.67,97.14,2009,59,36.0,2.0,21.86,0.0,Clear.
1567,Gilgit-Baltistan,Pakistan,10/19/2020,19,10,2020,35.792146,74.982138,4059,12,90,0,1261.45,1887.05,818.81,1748.77,900.69,3075.06,782757.49,427610.34,1080907.32,0.0,0.0,0.0,2227137.68,1.2375,1,1,0.8978,0,0.3149,1,123.32,231.87,62.85,22.97,43.19,11.71,1423,36,19.86,0.86,10.57,8.52,Clear.
1568,Balochistan,Pakistan,10/20/2020,20,10,2020,28.328491999999997,65.898403,15702,14,148,0,13093.4,32711.91,3597.32,4807.83,2629.59,8271.42,4947031.77,1761655.6,7604921.8,8.2,4.48,14.11,13398367.25,5.9839,1,1,0.9111,0,0.2676,1,924.31,1665.64,369.79,172.67,311.15,69.08,6767,201,35.43,4.14,16.57,0.0,Clear.
1569,Islamabad,Pakistan,10/20/2020,20,10,2020,33.665087,73.121219,18187,118,197,2,3153.1,5505.09,1421.81,589.29,352.74,990.19,446442.08,251473.73,620463.16,5.73,3.43,9.63,2155173.482,7.8107,1,1,0.9045,0,0.3745,1,112.8,124.76,96.78,21.07,23.31,18.08,2567,52,59.43,0.71,4.14,4.26,Passing clouds.
1570,Punjab,Pakistan,10/20/2020,20,10,2020,30.811346,72.13913199999999,101760,108,2310,6,100777.48,156150.97,41402.91,44670.85,22919.38,78341.64,30943113.35,12314377.81,48169207.67,118.62,60.86,208.03,113939260.1,3.2924,1,1,0.9075,0,0.3038,1,6706.97,10138.69,2356.78,1252.91,1893.98,440.26,51809,1601,55.92,0.4,1.27,1.86,Clear.
1571,Sindh,Pakistan,10/20/2020,20,10,2020,26.009446,68.77680699999999,142134,293,2583,2,51469.9,72371.55,31811.12,30059.33,15943.63,50899.56,18393353.47,12320621.96,22453603.89,34.69,18.4,58.75,49907675.66,3.9736,1,1,0.9136,0,0.4417,1,3730.38,4965.53,2227.09,696.86,927.6,416.04,31732,848,59.43,0.71,4.14,4.26,Passing clouds.
1572,Khyber Pakhtunkhwa,Pakistan,10/20/2020,20,10,2020,34.485332,72.09169,38708,63,1265,0,25258.19,32464.08,11846.11,23362.15,11116.63,42312.03,11364570.6,4270755.0,17102916.79,7.17,3.41,12.98,38100470.55,7.1979999999999995,1,1,0.9044,0,0.2538,1,1060.48,1502.96,587.72,198.1,280.76,109.79,23948,643,54.16,3.64,35.25,21.69,Clear.
1573,Azad Jammu and Kashmir,Pakistan,10/20/2020,20,10,2020,34.027401,73.947253,3531,33,83,1,12126.68,16092.72,7598.29,974.56,487.61,1682.64,718504.43,403355.39,963712.28,8.13,4.07,14.03,4334762.096,1.4388,1,1,0.9045,0,0.3188,1,862.58,1104.91,541.58,161.14,206.41,101.17,2009,59,43.0,1.86,26.57,0.0,Clear.
1574,Gilgit-Baltistan,Pakistan,10/20/2020,20,10,2020,35.792146,74.982138,4075,16,90,0,1284.55,1912.24,835.74,1748.77,900.69,3075.07,784042.04,428786.89,1082468.16,0.0,0.0,0.0,2227137.68,1.4388,1,1,0.9028,0,0.3172,1,122.28,228.22,62.7,22.84,42.63,11.71,1423,36,30.0,1.14,12.0,8.53,Clear.
1575,Balochistan,Pakistan,10/21/2020,21,10,2020,28.328491999999997,65.898403,15717,15,148,0,13360.22,33738.33,3649.67,4815.33,2633.69,8284.33,4960392.0,1765626.99,7621070.76,7.5,4.1,12.91,13398367.25,5.7878,1,1,0.9134,0,0.2671,1,941.7,1750.24,367.77,176.48,328.0,68.92,6767,201,61.86,9.43,27.29,0.0,Clear.
1576,Islamabad,Pakistan,10/21/2020,21,10,2020,33.665087,73.121219,18309,122,199,2,3235.05,5624.94,1463.04,595.1,356.22,999.95,449677.14,252906.57,624501.17,5.81,3.48,9.76,2155173.482,7.6879,1,1,0.9071,0,0.3786,1,117.77,130.51,100.65,22.07,24.46,18.86,2567,52,87.86,2.71,12.29,8.49,Clear.
1577,Punjab,Pakistan,10/21/2020,21,10,2020,30.811346,72.13913199999999,101936,176,2319,9,104513.81,162653.57,42879.81,44780.28,22975.52,78533.55,31047627.16,12357289.55,48272344.24,109.43,56.15,191.92,113939260.1,3.4405,1,1,0.9099,0,0.3033,1,6875.86,10436.93,2381.48,1288.56,1955.91,446.3,51809,1601,70.65,2.5,15.12,11.17,Clear.
1578,Sindh,Pakistan,10/21/2020,21,10,2020,26.009446,68.77680699999999,142348,214,2587,4,53477.53,75320.33,33030.75,30092.92,15961.45,50956.44,18446831.0,12374773.37,22525068.2,33.59,17.82,56.88,49907675.66,3.7628,1,1,0.9158,0,0.4395,1,3812.22,5083.49,2264.05,714.42,952.66,424.29,31732,848,87.86,2.71,12.29,8.49,Clear.
1579,Khyber Pakhtunkhwa,Pakistan,10/21/2020,21,10,2020,34.485332,72.09169,38779,71,1265,0,26718.21,34476.38,12490.54,23372.09,11121.36,42330.03,11391288.82,4283245.53,17128650.73,9.94,4.73,18.0,38100470.55,7.1883,1,1,0.9069,0,0.2528,1,1119.76,1566.52,621.67,209.85,293.57,116.5,23948,643,54.0,3.8,38.14,22.35,Haze.
1580,Azad Jammu and Kashmir,Pakistan,10/21/2020,21,10,2020,34.027401,73.947253,3564,33,84,1,12431.39,16499.93,7796.49,981.78,491.22,1695.09,730935.82,411048.7,978373.59,7.21,3.61,12.46,4334762.096,1.5778,1,1,0.907,0,0.3227,1,899.26,1143.97,560.69,168.52,214.38,105.08,2009,59,69.71,0.57,11.86,0.0,Clear.
1581,Gilgit-Baltistan,Pakistan,10/21/2020,21,10,2020,35.792146,74.982138,4091,16,90,0,1309.16,1938.54,854.62,1749.26,900.94,3075.93,785351.2,429980.61,1084035.97,0.49,0.25,0.86,2227137.68,1.5778,1,1,0.9054,0,0.3194,1,121.74,224.44,62.66,22.81,42.06,11.74,1423,36,74.0,3.43,31.57,21.27,Clear.
1582,Balochistan,Pakistan,10/22/2020,22,10,2020,28.328491999999997,65.898403,15738,21,148,0,13626.49,34655.31,3709.5,4821.95,2637.31,8295.71,4974018.49,1769678.82,7637443.66,6.61,3.62,11.38,13398367.25,5.5117,1,1,0.9157,0,0.2667,1,958.99,1800.61,363.98,180.12,338.2,68.36,6767,201,61.86,9.43,27.29,0.0,Clear.
1583,Islamabad,Pakistan,10/22/2020,22,10,2020,33.665087,73.121219,18438,129,201,2,3316.22,5739.46,1503.56,600.87,359.68,1009.65,452993.36,254377.74,628665.49,5.77,3.46,9.7,2155173.482,7.6038,1,1,0.9096,0,0.3826,1,122.39,136.23,103.09,22.99,25.59,19.36,2567,52,58.29,1.29,8.29,4.24,Clear.
