,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths
1623,Balochistan,Pakistan,2020-07-16 04:44:59,28.328492,65.898403,11322.0,127.0
1624,Gilgit-Baltistan,Pakistan,2020-07-16 04:44:59,35.792146,74.982138,1750.0,38.0
1625,Islamabad,Pakistan,2020-07-16 04:44:59,33.665087,73.121219,14402.0,156.0
1626,Khyber Pakhtunkhwa,Pakistan,2020-07-16 04:44:59,34.485332,72.09169,31217.0,1120.0
1627,Punjab,Pakistan,2020-07-16 04:44:59,30.811346,72.13913199999998,88539.0,2051.0
1628,Sindh,Pakistan,2020-07-16 04:44:59,26.009446,68.77680699999999,108913.0,1888.0
1629,Azad Jammu and Kashmir,Pakistan,2021-07-16 04:21:22,34.027401,73.947253,21632.0,597.0
1630,Balochistan,Pakistan,2021-07-16 04:21:22,28.328492,65.898403,28704.0,318.0
1631,Gilgit-Baltistan,Pakistan,2021-07-16 04:21:22,35.792146,74.982138,7210.0,113.0
1632,Islamabad,Pakistan,2021-07-16 04:21:22,33.665087,73.121219,84266.0,787.0
1633,Khyber Pakhtunkhwa,Pakistan,2021-07-16 04:21:22,34.485332,72.09169,139960.0,4377.0
1634,Punjab,Pakistan,2021-07-16 04:21:22,30.811346,72.13913199999998,349475.0,10856.0
1635,Sindh,Pakistan,2021-07-16 04:21:22,26.009446,68.77680699999999,352472.0,5672.0
1636,Azad Jammu and Kashmir,Pakistan,2020-07-17 04:34:50,34.027401,73.947253,1771.0,46.0
1637,Balochistan,Pakistan,2020-07-17 04:34:50,28.328492,65.898403,11322.0,127.0
1638,Gilgit-Baltistan,Pakistan,2020-07-17 04:34:50,35.792146,74.982138,1750.0,38.0
1639,Islamabad,Pakistan,2020-07-17 04:34:50,33.665087,73.121219,14402.0,156.0
1640,Khyber Pakhtunkhwa,Pakistan,2020-07-17 04:34:50,34.485332,72.09169,31217.0,1120.0
1641,Punjab,Pakistan,2020-07-17 04:34:50,30.811346,72.13913199999998,88539.0,2051.0
1642,Sindh,Pakistan,2020-07-17 04:34:50,26.009446,68.77680699999999,108913.0,1888.0
1643,Azad Jammu and Kashmir,Pakistan,2021-07-17 04:22:22,34.027401,73.947253,21811.0,598.0
1644,Balochistan,Pakistan,2021-07-17 04:22:22,28.328492,65.898403,28884.0,319.0
1645,Gilgit-Baltistan,Pakistan,2021-07-17 04:22:22,35.792146,74.982138,7288.0,114.0
1646,Islamabad,Pakistan,2021-07-17 04:22:22,33.665087,73.121219,84399.0,787.0
1647,Khyber Pakhtunkhwa,Pakistan,2021-07-17 04:22:22,34.485332,72.09169,140293.0,4380.0
1648,Punjab,Pakistan,2021-07-17 04:22:22,30.811346,72.13913199999998,349890.0,10865.0
1649,Sindh,Pakistan,2021-07-17 04:22:22,26.009446,68.77680699999999,354103.0,5697.0
1650,Azad Jammu and Kashmir,Pakistan,2020-07-18 04:34:45,34.027401,73.947253,1840.0,46.0
1651,Balochistan,Pakistan,2020-07-18 04:34:45,28.328492,65.898403,11405.0,131.0
1652,Gilgit-Baltistan,Pakistan,2020-07-18 04:34:45,35.792146,74.982138,1796.0,39.0
1653,Islamabad,Pakistan,2020-07-18 04:34:45,33.665087,73.121219,14504.0,157.0
1654,Khyber Pakhtunkhwa,Pakistan,2020-07-18 04:34:45,34.485332,72.09169,31669.0,1130.0
1655,Punjab,Pakistan,2020-07-18 04:34:45,30.811346,72.13913199999998,89465.0,2067.0
1656,Sindh,Pakistan,2020-07-18 04:34:45,26.009446,68.77680699999999,111238.0,1952.0
1657,Azad Jammu and Kashmir,Pakistan,2021-07-18 04:22:07,34.027401,73.947253,21989.0,601.0
1658,Balochistan,Pakistan,2021-07-18 04:22:07,28.328492,65.898403,29080.0,319.0
1659,Gilgit-Baltistan,Pakistan,2021-07-18 04:22:07,35.792146,74.982138,7362.0,116.0
1660,Islamabad,Pakistan,2021-07-18 04:22:07,33.665087,73.121219,84563.0,787.0
1661,Khyber Pakhtunkhwa,Pakistan,2021-07-18 04:22:07,34.485332,72.09169,140560.0,4385.0
1662,Punjab,Pakistan,2021-07-18 04:22:07,30.811346,72.13913199999998,350259.0,10871.0
1663,Sindh,Pakistan,2021-07-18 04:22:07,26.009446,68.77680699999999,355462.0,5702.0
1664,Azad Jammu and Kashmir,Pakistan,2020-07-19 04:34:58,34.027401,73.947253,1888.0,47.0
1665,Balochistan,Pakistan,2020-07-19 04:34:58,28.328492,65.898403,11424.0,131.0
1666,Gilgit-Baltistan,Pakistan,2020-07-19 04:34:58,35.792146,74.982138,1807.0,41.0
1667,Islamabad,Pakistan,2020-07-19 04:34:58,33.665087,73.121219,14576.0,157.0
1668,Khyber Pakhtunkhwa,Pakistan,2020-07-19 04:34:58,34.485332,72.09169,31890.0,1139.0
1669,Punjab,Pakistan,2020-07-19 04:34:58,30.811346,72.13913199999998,89793.0,2079.0
1670,Sindh,Pakistan,2020-07-19 04:34:58,26.009446,68.77680699999999,112118.0,1974.0
1671,Azad Jammu and Kashmir,Pakistan,2021-07-19 04:21:24,34.027401,73.947253,22116.0,601.0
1672,Balochistan,Pakistan,2021-07-19 04:21:24,28.328492,65.898403,29110.0,319.0
1673,Gilgit-Baltistan,Pakistan,2021-07-19 04:21:24,35.792146,74.982138,7414.0,117.0
1674,Islamabad,Pakistan,2021-07-19 04:21:24,33.665087,73.121219,84722.0,787.0
1675,Khyber Pakhtunkhwa,Pakistan,2021-07-19 04:21:24,34.485332,72.09169,140818.0,4386.0
1676,Punjab,Pakistan,2021-07-19 04:21:24,30.811346,72.13913199999998,350618.0,10881.0
1677,Sindh,Pakistan,2021-07-19 04:21:24,26.009446,68.77680699999999,356929.0,5720.0
1678,Azad Jammu and Kashmir,Pakistan,2020-07-20 05:34:40,34.027401,73.947253,1915.0,47.0
1679,Balochistan,Pakistan,2020-07-20 05:34:40,28.328492,65.898403,11436.0,132.0
1680,Gilgit-Baltistan,Pakistan,2020-07-20 05:34:40,35.792146,74.982138,1849.0,43.0
1681,Islamabad,Pakistan,2020-07-20 05:34:40,33.665087,73.121219,14599.0,159.0
1682,Khyber Pakhtunkhwa,Pakistan,2020-07-20 05:34:40,34.485332,72.09169,32086.0,1142.0
1683,Punjab,Pakistan,2020-07-20 05:34:40,30.811346,72.13913199999998,90191.0,2083.0
1684,Sindh,Pakistan,2020-07-20 05:34:40,26.009446,68.77680699999999,113007.0,1993.0
1685,Azad Jammu and Kashmir,Pakistan,2021-07-20 04:21:48,34.027401,73.947253,22192.0,602.0
1686,Balochistan,Pakistan,2021-07-20 04:21:48,28.328492,65.898403,29190.0,319.0
1687,Gilgit-Baltistan,Pakistan,2021-07-20 04:21:48,35.792146,74.982138,7510.0,120.0
1688,Islamabad,Pakistan,2021-07-20 04:21:48,33.665087,73.121219,84842.0,787.0
1689,Khyber Pakhtunkhwa,Pakistan,2021-07-20 04:21:48,34.485332,72.09169,140962.0,4391.0
1690,Punjab,Pakistan,2021-07-20 04:21:48,30.811346,72.13913199999998,351000.0,10892.0
1691,Sindh,Pakistan,2021-07-20 04:21:48,26.009446,68.77680699999999,358176.0,5737.0
1692,Azad Jammu and Kashmir,Pakistan,2020-07-21 04:38:46,34.027401,73.947253,1922.0,47.0
1693,Balochistan,Pakistan,2020-07-21 04:38:46,28.328492,65.898403,11441.0,133.0
1694,Gilgit-Baltistan,Pakistan,2020-07-21 04:38:46,35.792146,74.982138,1868.0,43.0
1695,Islamabad,Pakistan,2020-07-21 04:38:46,33.665087,73.121219,14625.0,160.0
1696,Khyber Pakhtunkhwa,Pakistan,2020-07-21 04:38:46,34.485332,72.09169,32243.0,1147.0
1697,Punjab,Pakistan,2020-07-21 04:38:46,30.811346,72.13913199999998,90444.0,2090.0
1698,Sindh,Pakistan,2020-07-21 04:38:46,26.009446,68.77680699999999,113553.0,2019.0
1699,Azad Jammu and Kashmir,Pakistan,2021-07-21 04:21:40,34.027401,73.947253,22339.0,605.0
1700,Balochistan,Pakistan,2021-07-21 04:21:40,28.328492,65.898403,29242.0,320.0
1701,Gilgit-Baltistan,Pakistan,2021-07-21 04:21:40,35.792146,74.982138,7535.0,122.0
1702,Islamabad,Pakistan,2021-07-21 04:21:40,33.665087,73.121219,85028.0,788.0
1703,Khyber Pakhtunkhwa,Pakistan,2021-07-21 04:21:40,34.485332,72.09169,141138.0,4397.0
1704,Punjab,Pakistan,2021-07-21 04:21:40,30.811346,72.13913199999998,351345.0,10900.0
1705,Sindh,Pakistan,2021-07-21 04:21:40,26.009446,68.77680699999999,359824.0,5756.0
1706,Azad Jammu and Kashmir,Pakistan,2020-07-22 04:34:42,34.027401,73.947253,1937.0,47.0
1707,Balochistan,Pakistan,2020-07-22 04:34:42,28.328492,65.898403,11469.0,135.0
1708,Gilgit-Baltistan,Pakistan,2020-07-22 04:34:42,35.792146,74.982138,1878.0,45.0
1709,Islamabad,Pakistan,2020-07-22 04:34:42,33.665087,73.121219,14701.0,161.0
1710,Khyber Pakhtunkhwa,Pakistan,2020-07-22 04:34:42,34.485332,72.09169,32523.0,1153.0
1711,Punjab,Pakistan,2020-07-22 04:34:42,30.811346,72.13913199999998,90816.0,2095.0
1712,Sindh,Pakistan,2020-07-22 04:34:42,26.009446,68.77680699999999,114104.0,2041.0
1713,Azad Jammu and Kashmir,Pakistan,2021-07-22 04:21:19,34.027401,73.947253,22538.0,606.0
1714,Balochistan,Pakistan,2021-07-22 04:21:19,28.328492,65.898403,29301.0,320.0
1715,Gilgit-Baltistan,Pakistan,2021-07-22 04:21:19,35.792146,74.982138,7551.0,122.0
1716,Islamabad,Pakistan,2021-07-22 04:21:19,33.665087,73.121219,85179.0,788.0
1717,Khyber Pakhtunkhwa,Pakistan,2021-07-22 04:21:19,34.485332,72.09169,141288.0,4402.0
1718,Punjab,Pakistan,2021-07-22 04:21:19,30.811346,72.13913199999998,351592.0,10906.0
1719,Sindh,Pakistan,2021-07-22 04:21:19,26.009446,68.77680699999999,361160.0,5784.0
1720,Azad Jammu and Kashmir,Pakistan,2020-07-23 05:15:04,34.027401,73.947253,1961.0,48.0
1721,Balochistan,Pakistan,2020-07-23 05:15:04,28.328492,65.898403,11517.0,136.0
1722,Gilgit-Baltistan,Pakistan,2020-07-23 05:15:04,35.792146,74.982138,1896.0,45.0
1723,Islamabad,Pakistan,2020-07-23 05:15:04,33.665087,73.121219,14722.0,162.0
1724,Khyber Pakhtunkhwa,Pakistan,2020-07-23 05:15:04,34.485332,72.09169,32753.0,1158.0
1725,Punjab,Pakistan,2020-07-23 05:15:04,30.811346,72.13913199999998,91129.0,2100.0
1726,Sindh,Pakistan,2020-07-23 05:15:04,26.009446,68.77680699999999,115213.0,2060.0
1727,Azad Jammu and Kashmir,Pakistan,2021-07-23 04:21:29,34.027401,73.947253,22592.0,608.0
1728,Balochistan,Pakistan,2021-07-23 04:21:29,28.328492,65.898403,29357.0,321.0
1729,Gilgit-Baltistan,Pakistan,2021-07-23 04:21:29,35.792146,74.982138,7607.0,122.0
1730,Islamabad,Pakistan,2021-07-23 04:21:29,33.665087,73.121219,85230.0,789.0
1731,Khyber Pakhtunkhwa,Pakistan,2021-07-23 04:21:29,34.485332,72.09169,141359.0,4405.0
1732,Punjab,Pakistan,2021-07-23 04:21:29,30.811346,72.13913199999998,351707.0,10909.0
1733,Sindh,Pakistan,2021-07-23 04:21:29,26.009446,68.77680699999999,362182.0,5785.0
1734,Azad Jammu and Kashmir,Pakistan,2020-07-24 05:30:40,34.027401,73.947253,1989.0,49.0
1735,Balochistan,Pakistan,2020-07-24 05:30:40,28.328492,65.898403,11523.0,136.0
1736,Gilgit-Baltistan,Pakistan,2020-07-24 05:30:40,35.792146,74.982138,1918.0,46.0
1737,Islamabad,Pakistan,2020-07-24 05:30:40,33.665087,73.121219,14766.0,162.0
1738,Khyber Pakhtunkhwa,Pakistan,2020-07-24 05:30:40,34.485332,72.09169,32898.0,1169.0
1739,Punjab,Pakistan,2020-07-24 05:30:40,30.811346,72.13913199999998,91423.0,2105.0
1740,Sindh,Pakistan,2020-07-24 05:30:40,26.009446,68.77680699999999,115883.0,2096.0
1741,Azad Jammu and Kashmir,Pakistan,2021-07-24 00:21:36,34.027401,73.947253,22592.0,608.0
1742,Balochistan,Pakistan,2021-07-24 00:21:36,28.328492,65.898403,29357.0,321.0
1743,Gilgit-Baltistan,Pakistan,2021-07-24 00:21:36,35.792146,74.982138,7607.0,122.0
1744,Islamabad,Pakistan,2021-07-24 00:21:36,33.665087,73.121219,85230.0,789.0
1745,Khyber Pakhtunkhwa,Pakistan,2021-07-24 00:21:36,34.485332,72.09169,141359.0,4405.0
1746,Punjab,Pakistan,2021-07-24 00:21:36,30.811346,72.13913199999998,351707.0,10909.0
1747,Sindh,Pakistan,2021-07-24 00:21:36,26.009446,68.77680699999999,362182.0,5785.0
1748,Azad Jammu and Kashmir,Pakistan,2020-07-25 04:47:39,34.027401,73.947253,2012.0,49.0
1749,Balochistan,Pakistan,2020-07-25 04:47:39,28.328492,65.898403,11550.0,136.0
1750,Gilgit-Baltistan,Pakistan,2020-07-25 04:47:39,35.792146,74.982138,1942.0,47.0
1751,Islamabad,Pakistan,2020-07-25 04:47:39,33.665087,73.121219,14821.0,162.0
1752,Khyber Pakhtunkhwa,Pakistan,2020-07-25 04:47:39,34.485332,72.09169,33071.0,1170.0
1753,Punjab,Pakistan,2020-07-25 04:47:39,30.811346,72.13913199999998,91691.0,2113.0
1754,Sindh,Pakistan,2020-07-25 04:47:39,26.009446,68.77680699999999,116800.0,2110.0
1755,Azad Jammu and Kashmir,Pakistan,2021-07-25 04:22:12,34.027401,73.947253,22886.0,610.0
1756,Balochistan,Pakistan,2021-07-25 04:22:12,28.328492,65.898403,29494.0,322.0
1757,Gilgit-Baltistan,Pakistan,2021-07-25 04:22:12,35.792146,74.982138,7702.0,122.0
1758,Islamabad,Pakistan,2021-07-25 04:22:12,33.665087,73.121219,85519.0,792.0
1759,Khyber Pakhtunkhwa,Pakistan,2021-07-25 04:22:12,34.485332,72.09169,141627.0,4417.0
1760,Punjab,Pakistan,2021-07-25 04:22:12,30.811346,72.13913199999998,352682.0,10939.0
1761,Sindh,Pakistan,2021-07-25 04:22:12,26.009446,68.77680699999999,364784.0,5814.0
1762,Azad Jammu and Kashmir,Pakistan,2020-07-26 04:35:00,34.027401,73.947253,2023.0,49.0
1763,Balochistan,Pakistan,2020-07-26 04:35:00,28.328492,65.898403,11578.0,136.0
1764,Gilgit-Baltistan,Pakistan,2020-07-26 04:35:00,35.792146,74.982138,1952.0,47.0
1765,Islamabad,Pakistan,2020-07-26 04:35:00,33.665087,73.121219,14841.0,163.0
1766,Khyber Pakhtunkhwa,Pakistan,2020-07-26 04:35:00,34.485332,72.09169,33220.0,1176.0
1767,Punjab,Pakistan,2020-07-26 04:35:00,30.811346,72.13913199999998,91901.0,2116.0
1768,Sindh,Pakistan,2020-07-26 04:35:00,26.009446,68.77680699999999,117598.0,2135.0
1769,Azad Jammu and Kashmir,Pakistan,2021-07-26 04:21:28,34.027401,73.947253,23093.0,610.0
1770,Balochistan,Pakistan,2021-07-26 04:21:28,28.328492,65.898403,29571.0,325.0
1771,Gilgit-Baltistan,Pakistan,2021-07-26 04:21:28,35.792146,74.982138,7747.0,123.0
1772,Islamabad,Pakistan,2021-07-26 04:21:28,33.665087,73.121219,85780.0,793.0
1773,Khyber Pakhtunkhwa,Pakistan,2021-07-26 04:21:28,34.485332,72.09169,141925.0,4420.0
1774,Punjab,Pakistan,2021-07-26 04:21:28,30.811346,72.13913199999998,353238.0,10944.0
1775,Sindh,Pakistan,2021-07-26 04:21:28,26.009446,68.77680699999999,367092.0,5833.0
1776,Azad Jammu and Kashmir,Pakistan,2020-07-27 04:35:02,34.027401,73.947253,2023.0,49.0
1777,Balochistan,Pakistan,2020-07-27 04:35:02,28.328492,65.898403,11578.0,136.0
1778,Gilgit-Baltistan,Pakistan,2020-07-27 04:35:02,35.792146,74.982138,1952.0,47.0
1779,Islamabad,Pakistan,2020-07-27 04:35:02,33.665087,73.121219,14841.0,163.0
1780,Khyber Pakhtunkhwa,Pakistan,2020-07-27 04:35:02,34.485332,72.09169,33220.0,1176.0
1781,Punjab,Pakistan,2020-07-27 04:35:02,30.811346,72.13913199999998,91901.0,2116.0
1782,Sindh,Pakistan,2020-07-27 04:35:02,26.009446,68.77680699999999,117598.0,2135.0
1783,Azad Jammu and Kashmir,Pakistan,2021-07-27 04:21:18,34.027401,73.947253,23203.0,614.0
1784,Balochistan,Pakistan,2021-07-27 04:21:18,28.328492,65.898403,29681.0,326.0
1785,Gilgit-Baltistan,Pakistan,2021-07-27 04:21:18,35.792146,74.982138,7798.0,124.0
1786,Islamabad,Pakistan,2021-07-27 04:21:18,33.665087,73.121219,85947.0,796.0
1787,Khyber Pakhtunkhwa,Pakistan,2021-07-27 04:21:18,34.485332,72.09169,142139.0,4423.0
1788,Punjab,Pakistan,2021-07-27 04:21:18,30.811346,72.13913199999998,353695.0,10964.0
1789,Sindh,Pakistan,2021-07-27 04:21:18,26.009446,68.77680699999999,369245.0,5840.0
1790,Azad Jammu and Kashmir,Pakistan,2020-07-28 04:58:43,34.027401,73.947253,2034.0,49.0
1791,Balochistan,Pakistan,2020-07-28 04:58:43,28.328492,65.898403,11601.0,136.0
1792,Gilgit-Baltistan,Pakistan,2020-07-28 04:58:43,35.792146,74.982138,1989.0,48.0
1793,Islamabad,Pakistan,2020-07-28 04:58:43,33.665087,73.121219,14884.0,164.0
1794,Khyber Pakhtunkhwa,Pakistan,2020-07-28 04:58:43,34.485332,72.09169,33397.0,1178.0
1795,Punjab,Pakistan,2020-07-28 04:58:43,30.811346,72.13913199999998,92073.0,2116.0
1796,Sindh,Pakistan,2020-07-28 04:58:43,26.009446,68.77680699999999,118311.0,2151.0
1797,Azad Jammu and Kashmir,Pakistan,2021-07-28 04:21:39,34.027401,73.947253,23370.0,618.0
1798,Balochistan,Pakistan,2021-07-28 04:21:39,28.328492,65.898403,29861.0,326.0
1799,Gilgit-Baltistan,Pakistan,2021-07-28 04:21:39,35.792146,74.982138,7896.0,127.0
1800,Islamabad,Pakistan,2021-07-28 04:21:39,33.665087,73.121219,86226.0,796.0
1801,Khyber Pakhtunkhwa,Pakistan,2021-07-28 04:21:39,34.485332,72.09169,142400.0,4428.0
1802,Punjab,Pakistan,2021-07-28 04:21:39,30.811346,72.13913199999998,354312.0,10978.0
1803,Sindh,Pakistan,2021-07-28 04:21:39,26.009446,68.77680699999999,371762.0,5860.0
1804,Azad Jammu and Kashmir,Pakistan,2020-07-29 04:35:11,34.027401,73.947253,2040.0,49.0
1805,Balochistan,Pakistan,2020-07-29 04:35:11,28.328492,65.898403,11624.0,136.0
1806,Gilgit-Baltistan,Pakistan,2020-07-29 04:35:11,35.792146,74.982138,2010.0,48.0
1807,Islamabad,Pakistan,2020-07-29 04:35:11,33.665087,73.121219,14938.0,165.0
1808,Khyber Pakhtunkhwa,Pakistan,2020-07-29 04:35:11,34.485332,72.09169,33510.0,1180.0
1809,Punjab,Pakistan,2020-07-29 04:35:11,30.811346,72.13913199999998,92279.0,2125.0
1810,Sindh,Pakistan,2020-07-29 04:35:11,26.009446,68.77680699999999,118824.0,2162.0
1811,Azad Jammu and Kashmir,Pakistan,2021-07-29 04:21:33,34.027401,73.947253,23631.0,620.0
1812,Balochistan,Pakistan,2021-07-29 04:21:33,28.328492,65.898403,30019.0,326.0
1813,Gilgit-Baltistan,Pakistan,2021-07-29 04:21:33,35.792146,74.982138,7935.0,133.0
1814,Islamabad,Pakistan,2021-07-29 04:21:33,33.665087,73.121219,86602.0,797.0
1815,Khyber Pakhtunkhwa,Pakistan,2021-07-29 04:21:33,34.485332,72.09169,142799.0,4435.0
1816,Punjab,Pakistan,2021-07-29 04:21:33,30.811346,72.13913199999998,354904.0,10995.0
1817,Sindh,Pakistan,2021-07-29 04:21:33,26.009446,68.77680699999999,374434.0,5903.0
1818,Azad Jammu and Kashmir,Pakistan,2020-07-30 04:35:05,34.027401,73.947253,2055.0,50.0
1819,Balochistan,Pakistan,2020-07-30 04:35:05,28.328492,65.898403,11654.0,136.0
1820,Gilgit-Baltistan,Pakistan,2020-07-30 04:35:05,35.792146,74.982138,2042.0,50.0
1821,Islamabad,Pakistan,2020-07-30 04:35:05,33.665087,73.121219,14963.0,165.0
1822,Khyber Pakhtunkhwa,Pakistan,2020-07-30 04:35:05,34.485332,72.09169,33724.0,1186.0
1823,Punjab,Pakistan,2020-07-30 04:35:05,30.811346,72.13913199999998,92452.0,2133.0
1824,Sindh,Pakistan,2020-07-30 04:35:05,26.009446,68.77680699999999,119398.0,2172.0
1825,Azad Jammu and Kashmir,Pakistan,2021-07-30 04:21:34,34.027401,73.947253,23819.0,622.0
1826,Balochistan,Pakistan,2021-07-30 04:21:34,28.328492,65.898403,30162.0,327.0
1827,Gilgit-Baltistan,Pakistan,2021-07-30 04:21:34,35.792146,74.982138,8008.0,137.0
1828,Islamabad,Pakistan,2021-07-30 04:21:34,33.665087,73.121219,86945.0,799.0
1829,Khyber Pakhtunkhwa,Pakistan,2021-07-30 04:21:34,34.485332,72.09169,143213.0,4444.0
1830,Punjab,Pakistan,2021-07-30 04:21:34,30.811346,72.13913199999998,355483.0,11019.0
1831,Sindh,Pakistan,2021-07-30 04:21:34,26.009446,68.77680699999999,377231.0,5947.0
1832,Azad Jammu and Kashmir,Pakistan,2020-07-31 04:35:18,34.027401,73.947253,2065.0,51.0
1833,Balochistan,Pakistan,2020-07-31 04:35:18,28.328492,65.898403,11708.0,136.0
1834,Gilgit-Baltistan,Pakistan,2020-07-31 04:35:18,35.792146,74.982138,2090.0,53.0
1835,Islamabad,Pakistan,2020-07-31 04:35:18,33.665087,73.121219,14987.0,165.0
1836,Khyber Pakhtunkhwa,Pakistan,2020-07-31 04:35:18,34.485332,72.09169,33845.0,1192.0
1837,Punjab,Pakistan,2020-07-31 04:35:18,30.811346,72.13913199999998,92655.0,2138.0
1838,Sindh,Pakistan,2020-07-31 04:35:18,26.009446,68.77680699999999,120052.0,2189.0
1839,Azad Jammu and Kashmir,Pakistan,2021-07-31 04:21:35,34.027401,73.947253,24145.0,622.0
1840,Balochistan,Pakistan,2021-07-31 04:21:35,28.328492,65.898403,30289.0,328.0
1841,Gilgit-Baltistan,Pakistan,2021-07-31 04:21:35,35.792146,74.982138,8096.0,141.0
1842,Islamabad,Pakistan,2021-07-31 04:21:35,33.665087,73.121219,87304.0,801.0
1843,Khyber Pakhtunkhwa,Pakistan,2021-07-31 04:21:35,34.485332,72.09169,143673.0,4456.0
1844,Punjab,Pakistan,2021-07-31 04:21:35,30.811346,72.13913199999998,356211.0,11041.0
1845,Sindh,Pakistan,2021-07-31 04:21:35,26.009446,68.77680699999999,380093.0,5971.0
1846,Azad Jammu and Kashmir,Pakistan,2020-08-01 04:36:27,34.027401,73.947253,2073.0,54.0
1847,Balochistan,Pakistan,2020-08-01 04:36:27,28.328492,65.898403,11732.0,136.0
1848,Gilgit-Baltistan,Pakistan,2020-08-01 04:36:27,35.792146,74.982138,2105.0,53.0
1849,Islamabad,Pakistan,2020-08-01 04:36:27,33.665087,73.121219,15014.0,165.0
1850,Khyber Pakhtunkhwa,Pakistan,2020-08-01 04:36:27,34.485332,72.09169,33958.0,1194.0
1851,Punjab,Pakistan,2020-08-01 04:36:27,30.811346,72.13913199999998,92873.0,2140.0
1852,Sindh,Pakistan,2020-08-01 04:36:27,26.009446,68.77680699999999,120550.0,2209.0
1853,Azad Jammu and Kashmir,Pakistan,2021-08-01 04:21:50,34.027401,73.947253,24501.0,625.0
1854,Balochistan,Pakistan,2021-08-01 04:21:50,28.328492,65.898403,30432.0,328.0
1855,Gilgit-Baltistan,Pakistan,2021-08-01 04:21:50,35.792146,74.982138,8156.0,144.0
1856,Islamabad,Pakistan,2021-08-01 04:21:50,33.665087,73.121219,87699.0,803.0
1857,Khyber Pakhtunkhwa,Pakistan,2021-08-01 04:21:50,34.485332,72.09169,144264.0,4462.0
1858,Punjab,Pakistan,2021-08-01 04:21:50,30.811346,72.13913199999998,356920.0,11059.0
1859,Sindh,Pakistan,2021-08-01 04:21:50,26.009446,68.77680699999999,382865.0,6001.0
1860,Azad Jammu and Kashmir,Pakistan,2020-08-02 04:34:47,34.027401,73.947253,2073.0,54.0
1861,Balochistan,Pakistan,2020-08-02 04:34:47,28.328492,65.898403,11732.0,136.0
1862,Gilgit-Baltistan,Pakistan,2020-08-02 04:34:47,35.792146,74.982138,2105.0,53.0
1863,Islamabad,Pakistan,2020-08-02 04:34:47,33.665087,73.121219,15014.0,165.0
1864,Khyber Pakhtunkhwa,Pakistan,2020-08-02 04:34:47,34.485332,72.09169,33958.0,1194.0
1865,Punjab,Pakistan,2020-08-02 04:34:47,30.811346,72.13913199999998,92873.0,2140.0
1866,Sindh,Pakistan,2020-08-02 04:34:47,26.009446,68.77680699999999,120550.0,2209.0
1867,Azad Jammu and Kashmir,Pakistan,2021-08-02 04:21:36,34.027401,73.947253,24891.0,628.0
1868,Balochistan,Pakistan,2021-08-02 04:21:36,28.328492,65.898403,30502.0,328.0
1869,Gilgit-Baltistan,Pakistan,2021-08-02 04:21:36,35.792146,74.982138,8212.0,147.0
1870,Islamabad,Pakistan,2021-08-02 04:21:36,33.665087,73.121219,88093.0,803.0
1871,Khyber Pakhtunkhwa,Pakistan,2021-08-02 04:21:36,34.485332,72.09169,144848.0,4468.0
1872,Punjab,Pakistan,2021-08-02 04:21:36,30.811346,72.13913199999998,357735.0,11067.0
1873,Sindh,Pakistan,2021-08-02 04:21:36,26.009446,68.77680699999999,385414.0,6021.0
1874,Azad Jammu and Kashmir,Pakistan,2020-08-03 04:34:35,34.027401,73.947253,2086.0,54.0
1875,Balochistan,Pakistan,2020-08-03 04:34:35,28.328492,65.898403,11762.0,136.0
1876,Gilgit-Baltistan,Pakistan,2020-08-03 04:34:35,35.792146,74.982138,2157.0,54.0
1877,Islamabad,Pakistan,2020-08-03 04:34:35,33.665087,73.121219,15052.0,165.0
1878,Khyber Pakhtunkhwa,Pakistan,2020-08-03 04:34:35,34.485332,72.09169,34160.0,1200.0
1879,Punjab,Pakistan,2020-08-03 04:34:35,30.811346,72.13913199999998,93173.0,2144.0
1880,Sindh,Pakistan,2020-08-03 04:34:35,26.009446,68.77680699999999,121309.0,2223.0
1881,Azad Jammu and Kashmir,Pakistan,2021-08-03 04:21:39,34.027401,73.947253,25034.0,633.0
1882,Balochistan,Pakistan,2021-08-03 04:21:39,28.328492,65.898403,30627.0,328.0
1883,Gilgit-Baltistan,Pakistan,2021-08-03 04:21:39,35.792146,74.982138,8318.0,147.0
1884,Islamabad,Pakistan,2021-08-03 04:21:39,33.665087,73.121219,88344.0,804.0
1885,Khyber Pakhtunkhwa,Pakistan,2021-08-03 04:21:39,34.485332,72.09169,145306.0,4477.0
1886,Punjab,Pakistan,2021-08-03 04:21:39,30.811346,72.13913199999998,358387.0,11083.0
1887,Sindh,Pakistan,2021-08-03 04:21:39,26.009446,68.77680699999999,387261.0,6057.0
1888,Azad Jammu and Kashmir,Pakistan,2020-08-04 04:41:59,34.027401,73.947253,2097.0,54.0
1889,Balochistan,Pakistan,2020-08-04 04:41:59,28.328492,65.898403,11777.0,136.0
1890,Gilgit-Baltistan,Pakistan,2020-08-04 04:41:59,35.792146,74.982138,2198.0,55.0
1891,Islamabad,Pakistan,2020-08-04 04:41:59,33.665087,73.121219,15095.0,167.0
1892,Khyber Pakhtunkhwa,Pakistan,2020-08-04 04:41:59,34.485332,72.09169,34253.0,1208.0
1893,Punjab,Pakistan,2020-08-04 04:41:59,30.811346,72.13913199999998,93336.0,2153.0
1894,Sindh,Pakistan,2020-08-04 04:41:59,26.009446,68.77680699999999,121705.0,2226.0
