,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths
275,Gilgit-Baltistan,Pakistan,2021-02-10 05:22:41,35.792146,74.982138,4920.0,102.0
276,Islamabad,Pakistan,2021-02-10 05:22:41,33.665087,73.121219,42188.0,481.0
277,Khyber Pakhtunkhwa,Pakistan,2021-02-10 05:22:41,34.485332,72.09169,68786.0,1970.0
278,Punjab,Pakistan,2021-02-10 05:22:41,30.811346,72.13913199999998,161757.0,4948.0
279,Sindh,Pakistan,2021-02-10 05:22:41,26.009446,68.77680699999999,251758.0,4157.0
280,Azad Jammu and Kashmir,Pakistan,2021-02-11 05:23:55,34.027401,73.947253,9334.0,276.0
281,Balochistan,Pakistan,2021-02-11 05:23:55,28.328492,65.898403,18898.0,197.0
282,Gilgit-Baltistan,Pakistan,2021-02-11 05:23:55,35.792146,74.982138,4923.0,102.0
283,Islamabad,Pakistan,2021-02-11 05:23:55,33.665087,73.121219,42279.0,481.0
284,Khyber Pakhtunkhwa,Pakistan,2021-02-11 05:23:55,34.485332,72.09169,68972.0,1976.0
285,Punjab,Pakistan,2021-02-11 05:23:55,30.811346,72.13913199999998,162391.0,4982.0
286,Sindh,Pakistan,2021-02-11 05:23:55,26.009446,68.77680699999999,252296.0,4171.0
287,Azad Jammu and Kashmir,Pakistan,2021-02-12 05:23:29,34.027401,73.947253,9359.0,279.0
288,Balochistan,Pakistan,2021-02-12 05:23:29,28.328492,65.898403,18916.0,197.0
289,Gilgit-Baltistan,Pakistan,2021-02-12 05:23:29,35.792146,74.982138,4929.0,102.0
290,Islamabad,Pakistan,2021-02-12 05:23:29,33.665087,73.121219,42401.0,483.0
291,Khyber Pakhtunkhwa,Pakistan,2021-02-12 05:23:29,34.485332,72.09169,69164.0,1980.0
292,Punjab,Pakistan,2021-02-12 05:23:29,30.811346,72.13913199999998,162875.0,4994.0
293,Sindh,Pakistan,2021-02-12 05:23:29,26.009446,68.77680699999999,252719.0,4183.0
294,Azad Jammu and Kashmir,Pakistan,2021-02-13 05:22:12,34.027401,73.947253,9408.0,281.0
295,Balochistan,Pakistan,2021-02-13 05:22:12,28.328492,65.898403,18924.0,198.0
296,Gilgit-Baltistan,Pakistan,2021-02-13 05:22:12,35.792146,74.982138,4937.0,102.0
297,Islamabad,Pakistan,2021-02-13 05:22:12,33.665087,73.121219,42513.0,484.0
298,Khyber Pakhtunkhwa,Pakistan,2021-02-13 05:22:12,34.485332,72.09169,69386.0,1986.0
299,Punjab,Pakistan,2021-02-13 05:22:12,30.811346,72.13913199999998,163367.0,5026.0
300,Sindh,Pakistan,2021-02-13 05:22:12,26.009446,68.77680699999999,253090.0,4199.0
301,Azad Jammu and Kashmir,Pakistan,2021-02-14 05:23:43,34.027401,73.947253,9448.0,281.0
302,Balochistan,Pakistan,2021-02-14 05:23:43,28.328492,65.898403,18929.0,199.0
303,Gilgit-Baltistan,Pakistan,2021-02-14 05:23:43,35.792146,74.982138,4940.0,102.0
304,Islamabad,Pakistan,2021-02-14 05:23:43,33.665087,73.121219,42590.0,485.0
305,Khyber Pakhtunkhwa,Pakistan,2021-02-14 05:23:43,34.485332,72.09169,69778.0,1991.0
306,Punjab,Pakistan,2021-02-14 05:23:43,30.811346,72.13913199999998,163833.0,5037.0
307,Sindh,Pakistan,2021-02-14 05:23:43,26.009446,68.77680699999999,253511.0,4212.0
308,Azad Jammu and Kashmir,Pakistan,2021-02-15 05:24:49,34.027401,73.947253,9487.0,281.0
309,Balochistan,Pakistan,2021-02-15 05:24:49,28.328492,65.898403,18942.0,199.0
310,Gilgit-Baltistan,Pakistan,2021-02-15 05:24:49,35.792146,74.982138,4940.0,102.0
311,Islamabad,Pakistan,2021-02-15 05:24:49,33.665087,73.121219,42688.0,486.0
312,Khyber Pakhtunkhwa,Pakistan,2021-02-15 05:24:49,34.485332,72.09169,69990.0,1995.0
313,Punjab,Pakistan,2021-02-15 05:24:49,30.811346,72.13913199999998,164268.0,5051.0
314,Sindh,Pakistan,2021-02-15 05:24:49,26.009446,68.77680699999999,253762.0,4219.0
315,Azad Jammu and Kashmir,Pakistan,2021-02-16 05:24:38,34.027401,73.947253,9487.0,281.0
316,Balochistan,Pakistan,2021-02-16 05:24:38,28.328492,65.898403,18942.0,199.0
317,Gilgit-Baltistan,Pakistan,2021-02-16 05:24:38,35.792146,74.982138,4940.0,102.0
318,Islamabad,Pakistan,2021-02-16 05:24:38,33.665087,73.121219,42688.0,486.0
319,Khyber Pakhtunkhwa,Pakistan,2021-02-16 05:24:38,34.485332,72.09169,69990.0,1995.0
320,Punjab,Pakistan,2021-02-16 05:24:38,30.811346,72.13913199999998,164268.0,5051.0
321,Sindh,Pakistan,2021-02-16 05:24:38,26.009446,68.77680699999999,253762.0,4219.0
322,Azad Jammu and Kashmir,Pakistan,2021-02-17 05:23:10,34.027401,73.947253,9562.0,284.0
323,Balochistan,Pakistan,2021-02-17 05:23:10,28.328492,65.898403,18954.0,199.0
324,Gilgit-Baltistan,Pakistan,2021-02-17 05:23:10,35.792146,74.982138,4943.0,102.0
325,Islamabad,Pakistan,2021-02-17 05:23:10,33.665087,73.121219,42921.0,486.0
326,Khyber Pakhtunkhwa,Pakistan,2021-02-17 05:23:10,34.485332,72.09169,70123.0,2007.0
327,Punjab,Pakistan,2021-02-17 05:23:10,30.811346,72.13913199999998,165200.0,5114.0
328,Sindh,Pakistan,2021-02-17 05:23:10,26.009446,68.77680699999999,254286.0,4244.0
329,Azad Jammu and Kashmir,Pakistan,2021-02-18 05:22:58,34.027401,73.947253,9629.0,284.0
330,Balochistan,Pakistan,2021-02-18 05:22:58,28.328492,65.898403,18958.0,199.0
331,Gilgit-Baltistan,Pakistan,2021-02-18 05:22:58,35.792146,74.982138,4945.0,102.0
332,Islamabad,Pakistan,2021-02-18 05:22:58,33.665087,73.121219,43029.0,487.0
333,Khyber Pakhtunkhwa,Pakistan,2021-02-18 05:22:58,34.485332,72.09169,70306.0,2015.0
334,Punjab,Pakistan,2021-02-18 05:22:58,30.811346,72.13913199999998,165716.0,5138.0
335,Sindh,Pakistan,2021-02-18 05:22:58,26.009446,68.77680699999999,254678.0,4263.0
336,Azad Jammu and Kashmir,Pakistan,2021-02-19 05:24:16,34.027401,73.947253,9673.0,285.0
337,Balochistan,Pakistan,2021-02-19 05:24:16,28.328492,65.898403,18967.0,199.0
338,Gilgit-Baltistan,Pakistan,2021-02-19 05:24:16,35.792146,74.982138,4947.0,102.0
339,Islamabad,Pakistan,2021-02-19 05:24:16,33.665087,73.121219,43145.0,488.0
340,Khyber Pakhtunkhwa,Pakistan,2021-02-19 05:24:16,34.485332,72.09169,70493.0,2020.0
341,Punjab,Pakistan,2021-02-19 05:24:16,30.811346,72.13913199999998,166242.0,5166.0
342,Sindh,Pakistan,2021-02-19 05:24:16,26.009446,68.77680699999999,255039.0,4267.0
343,Azad Jammu and Kashmir,Pakistan,2021-02-20 05:22:51,34.027401,73.947253,9718.0,286.0
344,Balochistan,Pakistan,2021-02-20 05:22:51,28.328492,65.898403,18972.0,199.0
345,Gilgit-Baltistan,Pakistan,2021-02-20 05:22:51,35.792146,74.982138,4951.0,102.0
346,Islamabad,Pakistan,2021-02-20 05:22:51,33.665087,73.121219,43282.0,488.0
347,Khyber Pakhtunkhwa,Pakistan,2021-02-20 05:22:51,34.485332,72.09169,70716.0,2027.0
348,Punjab,Pakistan,2021-02-20 05:22:51,30.811346,72.13913199999998,166777.0,5185.0
349,Sindh,Pakistan,2021-02-20 05:22:51,26.009446,68.77680699999999,255430.0,4276.0
350,Azad Jammu and Kashmir,Pakistan,2021-02-21 05:24:33,34.027401,73.947253,9777.0,288.0
351,Balochistan,Pakistan,2021-02-21 05:24:33,28.328492,65.898403,18979.0,199.0
352,Gilgit-Baltistan,Pakistan,2021-02-21 05:24:33,35.792146,74.982138,4951.0,102.0
353,Islamabad,Pakistan,2021-02-21 05:24:33,33.665087,73.121219,43402.0,488.0
354,Khyber Pakhtunkhwa,Pakistan,2021-02-21 05:24:33,34.485332,72.09169,70886.0,2032.0
355,Punjab,Pakistan,2021-02-21 05:24:33,30.811346,72.13913199999998,167345.0,5204.0
356,Sindh,Pakistan,2021-02-21 05:24:33,26.009446,68.77680699999999,255834.0,4288.0
357,Azad Jammu and Kashmir,Pakistan,2021-02-22 05:24:21,34.027401,73.947253,9828.0,288.0
358,Balochistan,Pakistan,2021-02-22 05:24:21,28.328492,65.898403,18988.0,199.0
359,Gilgit-Baltistan,Pakistan,2021-02-22 05:24:21,35.792146,74.982138,4951.0,102.0
360,Islamabad,Pakistan,2021-02-22 05:24:21,33.665087,73.121219,43485.0,492.0
361,Khyber Pakhtunkhwa,Pakistan,2021-02-22 05:24:21,34.485332,72.09169,71043.0,2036.0
362,Punjab,Pakistan,2021-02-22 05:24:21,30.811346,72.13913199999998,167819.0,5208.0
363,Sindh,Pakistan,2021-02-22 05:24:21,26.009446,68.77680699999999,256220.0,4292.0
364,Azad Jammu and Kashmir,Pakistan,2021-02-23 05:23:41,34.027401,73.947253,9878.0,291.0
365,Balochistan,Pakistan,2021-02-23 05:23:41,28.328492,65.898403,18993.0,199.0
366,Gilgit-Baltistan,Pakistan,2021-02-23 05:23:41,35.792146,74.982138,4951.0,102.0
367,Islamabad,Pakistan,2021-02-23 05:23:41,33.665087,73.121219,43623.0,493.0
368,Khyber Pakhtunkhwa,Pakistan,2021-02-23 05:23:41,34.485332,72.09169,71146.0,2043.0
369,Punjab,Pakistan,2021-02-23 05:23:41,30.811346,72.13913199999998,168348.0,5237.0
370,Sindh,Pakistan,2021-02-23 05:23:41,26.009446,68.77680699999999,256445.0,4293.0
371,Azad Jammu and Kashmir,Pakistan,2021-02-24 05:29:16,34.027401,73.947253,9955.0,293.0
372,Balochistan,Pakistan,2021-02-24 05:29:16,28.328492,65.898403,19004.0,199.0
373,Gilgit-Baltistan,Pakistan,2021-02-24 05:29:16,35.792146,74.982138,4954.0,102.0
374,Islamabad,Pakistan,2021-02-24 05:29:16,33.665087,73.121219,43753.0,494.0
375,Khyber Pakhtunkhwa,Pakistan,2021-02-24 05:29:16,34.485332,72.09169,71282.0,2050.0
376,Punjab,Pakistan,2021-02-24 05:29:16,30.811346,72.13913199999998,168891.0,5269.0
377,Sindh,Pakistan,2021-02-24 05:29:16,26.009446,68.77680699999999,256741.0,4301.0
378,Azad Jammu and Kashmir,Pakistan,2021-02-25 05:24:57,34.027401,73.947253,10022.0,296.0
379,Balochistan,Pakistan,2021-02-25 05:24:57,28.328492,65.898403,19010.0,199.0
380,Gilgit-Baltistan,Pakistan,2021-02-25 05:24:57,35.792146,74.982138,4955.0,102.0
381,Islamabad,Pakistan,2021-02-25 05:24:57,33.665087,73.121219,43901.0,494.0
382,Khyber Pakhtunkhwa,Pakistan,2021-02-25 05:24:57,34.485332,72.09169,71490.0,2058.0
383,Punjab,Pakistan,2021-02-25 05:24:57,30.811346,72.13913199999998,169474.0,5308.0
384,Sindh,Pakistan,2021-02-25 05:24:57,26.009446,68.77680699999999,257089.0,4315.0
385,Azad Jammu and Kashmir,Pakistan,2021-02-26 05:22:40,34.027401,73.947253,10101.0,296.0
386,Balochistan,Pakistan,2021-02-26 05:22:40,28.328492,65.898403,19035.0,200.0
387,Gilgit-Baltistan,Pakistan,2021-02-26 05:22:40,35.792146,74.982138,4956.0,102.0
388,Islamabad,Pakistan,2021-02-26 05:22:40,33.665087,73.121219,44032.0,496.0
389,Khyber Pakhtunkhwa,Pakistan,2021-02-26 05:22:40,34.485332,72.09169,71728.0,2065.0
390,Punjab,Pakistan,2021-02-26 05:22:40,30.811346,72.13913199999998,170222.0,5323.0
391,Sindh,Pakistan,2021-02-26 05:22:40,26.009446,68.77680699999999,257408.0,4322.0
392,Azad Jammu and Kashmir,Pakistan,2021-02-27 05:22:28,34.027401,73.947253,10147.0,297.0
393,Balochistan,Pakistan,2021-02-27 05:22:28,28.328492,65.898403,19038.0,200.0
394,Gilgit-Baltistan,Pakistan,2021-02-27 05:22:28,35.792146,74.982138,4956.0,102.0
395,Islamabad,Pakistan,2021-02-27 05:22:28,33.665087,73.121219,44106.0,496.0
396,Khyber Pakhtunkhwa,Pakistan,2021-02-27 05:22:28,34.485332,72.09169,72003.0,2070.0
397,Punjab,Pakistan,2021-02-27 05:22:28,30.811346,72.13913199999998,170817.0,5337.0
398,Sindh,Pakistan,2021-02-27 05:22:28,26.009446,68.77680699999999,257730.0,4335.0
399,Azad Jammu and Kashmir,Pakistan,2021-02-28 05:22:20,34.027401,73.947253,10198.0,297.0
400,Balochistan,Pakistan,2021-02-28 05:22:20,28.328492,65.898403,19045.0,200.0
401,Gilgit-Baltistan,Pakistan,2021-02-28 05:22:20,35.792146,74.982138,4956.0,102.0
402,Islamabad,Pakistan,2021-02-28 05:22:20,33.665087,73.121219,44259.0,496.0
403,Khyber Pakhtunkhwa,Pakistan,2021-02-28 05:22:20,34.485332,72.09169,72162.0,2072.0
404,Punjab,Pakistan,2021-02-28 05:22:20,30.811346,72.13913199999998,171349.0,5350.0
405,Sindh,Pakistan,2021-02-28 05:22:20,26.009446,68.77680699999999,258004.0,4343.0
406,Azad Jammu and Kashmir,Pakistan,2021-03-01 05:23:01,34.027401,73.947253,10243.0,301.0
407,Balochistan,Pakistan,2021-03-01 05:23:01,28.328492,65.898403,19049.0,200.0
408,Gilgit-Baltistan,Pakistan,2021-03-01 05:23:01,35.792146,74.982138,4956.0,102.0
409,Islamabad,Pakistan,2021-03-01 05:23:01,33.665087,73.121219,44373.0,501.0
410,Khyber Pakhtunkhwa,Pakistan,2021-03-01 05:23:01,34.485332,72.09169,72424.0,2079.0
411,Punjab,Pakistan,2021-03-01 05:23:01,30.811346,72.13913199999998,172054.0,5363.0
412,Sindh,Pakistan,2021-03-01 05:23:01,26.009446,68.77680699999999,258266.0,4350.0
413,Azad Jammu and Kashmir,Pakistan,2021-03-02 05:23:30,34.027401,73.947253,10280.0,306.0
414,Balochistan,Pakistan,2021-03-02 05:23:30,28.328492,65.898403,19066.0,200.0
415,Gilgit-Baltistan,Pakistan,2021-03-02 05:23:30,35.792146,74.982138,4956.0,102.0
416,Islamabad,Pakistan,2021-03-02 05:23:30,33.665087,73.121219,44516.0,501.0
417,Khyber Pakhtunkhwa,Pakistan,2021-03-02 05:23:30,34.485332,72.09169,72615.0,2085.0
418,Punjab,Pakistan,2021-03-02 05:23:30,30.811346,72.13913199999998,172683.0,5391.0
419,Sindh,Pakistan,2021-03-02 05:23:30,26.009446,68.77680699999999,258412.0,4353.0
420,Azad Jammu and Kashmir,Pakistan,2021-03-03 05:23:28,34.027401,73.947253,10319.0,306.0
421,Balochistan,Pakistan,2021-03-03 05:23:28,28.328492,65.898403,19076.0,200.0
422,Gilgit-Baltistan,Pakistan,2021-03-03 05:23:28,35.792146,74.982138,4956.0,102.0
423,Islamabad,Pakistan,2021-03-03 05:23:28,33.665087,73.121219,44690.0,501.0
424,Khyber Pakhtunkhwa,Pakistan,2021-03-03 05:23:28,34.485332,72.09169,72801.0,2091.0
425,Punjab,Pakistan,2021-03-03 05:23:28,30.811346,72.13913199999998,173395.0,5441.0
426,Sindh,Pakistan,2021-03-03 05:23:28,26.009446,68.77680699999999,258679.0,4372.0
427,Azad Jammu and Kashmir,Pakistan,2021-03-04 05:24:24,34.027401,73.947253,10371.0,307.0
428,Balochistan,Pakistan,2021-03-04 05:24:24,28.328492,65.898403,19084.0,200.0
429,Gilgit-Baltistan,Pakistan,2021-03-04 05:24:24,35.792146,74.982138,4957.0,102.0
430,Islamabad,Pakistan,2021-03-04 05:24:24,33.665087,73.121219,44921.0,503.0
431,Khyber Pakhtunkhwa,Pakistan,2021-03-04 05:24:24,34.485332,72.09169,73007.0,2096.0
432,Punjab,Pakistan,2021-03-04 05:24:24,30.811346,72.13913199999998,174191.0,5480.0
433,Sindh,Pakistan,2021-03-04 05:24:24,26.009446,68.77680699999999,258904.0,4388.0
434,Azad Jammu and Kashmir,Pakistan,2021-03-05 05:26:29,34.027401,73.947253,10409.0,308.0
435,Balochistan,Pakistan,2021-03-05 05:26:29,28.328492,65.898403,19097.0,200.0
436,Gilgit-Baltistan,Pakistan,2021-03-05 05:26:29,35.792146,74.982138,4957.0,102.0
437,Islamabad,Pakistan,2021-03-05 05:26:29,33.665087,73.121219,45078.0,504.0
438,Khyber Pakhtunkhwa,Pakistan,2021-03-05 05:26:29,34.485332,72.09169,73258.0,2099.0
439,Punjab,Pakistan,2021-03-05 05:26:29,30.811346,72.13913199999998,175051.0,5510.0
440,Sindh,Pakistan,2021-03-05 05:26:29,26.009446,68.77680699999999,259164.0,4405.0
441,Azad Jammu and Kashmir,Pakistan,2021-03-06 04:23:41,34.027401,73.947253,10464.0,309.0
442,Balochistan,Pakistan,2021-03-06 04:23:41,28.328492,65.898403,19106.0,200.0
443,Gilgit-Baltistan,Pakistan,2021-03-06 04:23:41,35.792146,74.982138,4958.0,102.0
444,Islamabad,Pakistan,2021-03-06 04:23:41,33.665087,73.121219,45329.0,506.0
445,Khyber Pakhtunkhwa,Pakistan,2021-03-06 04:23:41,34.485332,72.09169,73515.0,2104.0
446,Punjab,Pakistan,2021-03-06 04:23:41,30.811346,72.13913199999998,175964.0,5534.0
447,Sindh,Pakistan,2021-03-06 04:23:41,26.009446,68.77680699999999,259392.0,4411.0
448,Azad Jammu and Kashmir,Pakistan,2021-03-07 05:21:54,34.027401,73.947253,10534.0,309.0
449,Balochistan,Pakistan,2021-03-07 05:21:54,28.328492,65.898403,19114.0,201.0
450,Gilgit-Baltistan,Pakistan,2021-03-07 05:21:54,35.792146,74.982138,4959.0,102.0
451,Islamabad,Pakistan,2021-03-07 05:21:54,33.665087,73.121219,45519.0,508.0
452,Khyber Pakhtunkhwa,Pakistan,2021-03-07 05:21:54,34.485332,72.09169,73708.0,2109.0
453,Punjab,Pakistan,2021-03-07 05:21:54,30.811346,72.13913199999998,177008.0,5552.0
454,Sindh,Pakistan,2021-03-07 05:21:54,26.009446,68.77680699999999,259666.0,4424.0
455,Azad Jammu and Kashmir,Pakistan,2021-03-08 05:24:48,34.027401,73.947253,10579.0,311.0
456,Balochistan,Pakistan,2021-03-08 05:24:48,28.328492,65.898403,19117.0,201.0
457,Gilgit-Baltistan,Pakistan,2021-03-08 05:24:48,35.792146,74.982138,4959.0,102.0
458,Islamabad,Pakistan,2021-03-08 05:24:48,33.665087,73.121219,45740.0,509.0
459,Khyber Pakhtunkhwa,Pakistan,2021-03-08 05:24:48,34.485332,72.09169,74027.0,2113.0
460,Punjab,Pakistan,2021-03-08 05:24:48,30.811346,72.13913199999998,177823.0,5565.0
461,Sindh,Pakistan,2021-03-08 05:24:48,26.009446,68.77680699999999,259855.0,4426.0
462,Azad Jammu and Kashmir,Pakistan,2021-03-09 05:28:19,34.027401,73.947253,10626.0,313.0
463,Balochistan,Pakistan,2021-03-09 05:28:19,28.328492,65.898403,19121.0,201.0
464,Gilgit-Baltistan,Pakistan,2021-03-09 05:28:19,35.792146,74.982138,4959.0,102.0
465,Islamabad,Pakistan,2021-03-09 05:28:19,33.665087,73.121219,45976.0,511.0
466,Khyber Pakhtunkhwa,Pakistan,2021-03-09 05:28:19,34.485332,72.09169,74167.0,2118.0
467,Punjab,Pakistan,2021-03-09 05:28:19,30.811346,72.13913199999998,178648.0,5600.0
468,Sindh,Pakistan,2021-03-09 05:28:19,26.009446,68.77680699999999,259956.0,4436.0
469,Azad Jammu and Kashmir,Pakistan,2021-03-10 05:24:35,34.027401,73.947253,10673.0,314.0
470,Balochistan,Pakistan,2021-03-10 05:24:35,28.328492,65.898403,19141.0,202.0
471,Gilgit-Baltistan,Pakistan,2021-03-10 05:24:35,35.792146,74.982138,4959.0,103.0
472,Islamabad,Pakistan,2021-03-10 05:24:35,33.665087,73.121219,46229.0,512.0
473,Khyber Pakhtunkhwa,Pakistan,2021-03-10 05:24:35,34.485332,72.09169,74433.0,2122.0
474,Punjab,Pakistan,2021-03-10 05:24:35,30.811346,72.13913199999998,179654.0,5629.0
475,Sindh,Pakistan,2021-03-10 05:24:35,26.009446,68.77680699999999,260150.0,4442.0
476,Azad Jammu and Kashmir,Pakistan,2021-03-11 05:25:48,34.027401,73.947253,10730.0,316.0
477,Balochistan,Pakistan,2021-03-11 05:25:48,28.328492,65.898403,19157.0,202.0
478,Gilgit-Baltistan,Pakistan,2021-03-11 05:25:48,35.792146,74.982138,4959.0,104.0
479,Islamabad,Pakistan,2021-03-11 05:25:48,33.665087,73.121219,46579.0,516.0
480,Khyber Pakhtunkhwa,Pakistan,2021-03-11 05:25:48,34.485332,72.09169,74722.0,2129.0
481,Punjab,Pakistan,2021-03-11 05:25:48,30.811346,72.13913199999998,180944.0,5662.0
482,Sindh,Pakistan,2021-03-11 05:25:48,26.009446,68.77680699999999,260406.0,4448.0
483,Azad Jammu and Kashmir,Pakistan,2021-03-12 05:26:50,34.027401,73.947253,10816.0,317.0
484,Balochistan,Pakistan,2021-03-12 05:26:50,28.328492,65.898403,19171.0,202.0
485,Gilgit-Baltistan,Pakistan,2021-03-12 05:26:50,35.792146,74.982138,4959.0,103.0
486,Islamabad,Pakistan,2021-03-12 05:26:50,33.665087,73.121219,46963.0,520.0
487,Khyber Pakhtunkhwa,Pakistan,2021-03-12 05:26:50,34.485332,72.09169,75052.0,2138.0
488,Punjab,Pakistan,2021-03-12 05:26:50,30.811346,72.13913199999998,182576.0,5698.0
489,Sindh,Pakistan,2021-03-12 05:26:50,26.009446,68.77680699999999,260661.0,4452.0
490,Azad Jammu and Kashmir,Pakistan,2021-03-13 05:25:15,34.027401,73.947253,10892.0,317.0
491,Balochistan,Pakistan,2021-03-13 05:25:15,28.328492,65.898403,19188.0,202.0
492,Gilgit-Baltistan,Pakistan,2021-03-13 05:25:15,35.792146,74.982138,4960.0,103.0
493,Islamabad,Pakistan,2021-03-13 05:25:15,33.665087,73.121219,47365.0,522.0
494,Khyber Pakhtunkhwa,Pakistan,2021-03-13 05:25:15,34.485332,72.09169,75357.0,2147.0
495,Punjab,Pakistan,2021-03-13 05:25:15,30.811346,72.13913199999998,183815.0,5732.0
496,Sindh,Pakistan,2021-03-13 05:25:15,26.009446,68.77680699999999,260959.0,4453.0
497,Azad Jammu and Kashmir,Pakistan,2021-03-14 05:25:37,34.027401,73.947253,10952.0,320.0
498,Balochistan,Pakistan,2021-03-14 05:25:37,28.328492,65.898403,19206.0,202.0
499,Gilgit-Baltistan,Pakistan,2021-03-14 05:25:37,35.792146,74.982138,4960.0,103.0
500,Islamabad,Pakistan,2021-03-14 05:25:37,33.665087,73.121219,47710.0,524.0
501,Khyber Pakhtunkhwa,Pakistan,2021-03-14 05:25:37,34.485332,72.09169,75725.0,2153.0
502,Punjab,Pakistan,2021-03-14 05:25:37,30.811346,72.13913199999998,185468.0,5753.0
503,Sindh,Pakistan,2021-03-14 05:25:37,26.009446,68.77680699999999,261179.0,4453.0
504,Azad Jammu and Kashmir,Pakistan,2021-03-15 05:25:51,34.027401,73.947253,11017.0,320.0
505,Balochistan,Pakistan,2021-03-15 05:25:51,28.328492,65.898403,19220.0,202.0
506,Gilgit-Baltistan,Pakistan,2021-03-15 05:25:51,35.792146,74.982138,4961.0,103.0
507,Islamabad,Pakistan,2021-03-15 05:25:51,33.665087,73.121219,48081.0,526.0
508,Khyber Pakhtunkhwa,Pakistan,2021-03-15 05:25:51,34.485332,72.09169,76104.0,2159.0
509,Punjab,Pakistan,2021-03-15 05:25:51,30.811346,72.13913199999998,186659.0,5769.0
510,Sindh,Pakistan,2021-03-15 05:25:51,26.009446,68.77680699999999,261411.0,4458.0
511,Azad Jammu and Kashmir,Pakistan,2021-03-16 05:25:13,34.027401,73.947253,11089.0,322.0
512,Balochistan,Pakistan,2021-03-16 05:25:13,28.328492,65.898403,19233.0,202.0
513,Gilgit-Baltistan,Pakistan,2021-03-16 05:25:13,35.792146,74.982138,4961.0,103.0
514,Islamabad,Pakistan,2021-03-16 05:25:13,33.665087,73.121219,48495.0,526.0
515,Khyber Pakhtunkhwa,Pakistan,2021-03-16 05:25:13,34.485332,72.09169,76379.0,2169.0
516,Punjab,Pakistan,2021-03-16 05:25:13,30.811346,72.13913199999998,188225.0,5812.0
517,Sindh,Pakistan,2021-03-16 05:25:13,26.009446,68.77680699999999,261582.0,4461.0
518,Azad Jammu and Kashmir,Pakistan,2021-03-17 05:25:07,34.027401,73.947253,11161.0,322.0
519,Balochistan,Pakistan,2021-03-17 05:25:07,28.328492,65.898403,19247.0,202.0
520,Gilgit-Baltistan,Pakistan,2021-03-17 05:25:07,35.792146,74.982138,4965.0,103.0
521,Islamabad,Pakistan,2021-03-17 05:25:07,33.665087,73.121219,48938.0,529.0
522,Khyber Pakhtunkhwa,Pakistan,2021-03-17 05:25:07,34.485332,72.09169,76819.0,2179.0
523,Punjab,Pakistan,2021-03-17 05:25:07,30.811346,72.13913199999998,189362.0,5853.0
524,Sindh,Pakistan,2021-03-17 05:25:07,26.009446,68.77680699999999,261823.0,4468.0
525,Azad Jammu and Kashmir,Pakistan,2021-03-18 05:26:22,34.027401,73.947253,11264.0,328.0
526,Balochistan,Pakistan,2021-03-18 05:26:22,28.328492,65.898403,19269.0,202.0
527,Gilgit-Baltistan,Pakistan,2021-03-18 05:26:22,35.792146,74.982138,4965.0,103.0
528,Islamabad,Pakistan,2021-03-18 05:26:22,33.665087,73.121219,49476.0,531.0
529,Khyber Pakhtunkhwa,Pakistan,2021-03-18 05:26:22,34.485332,72.09169,77443.0,2188.0
530,Punjab,Pakistan,2021-03-18 05:26:22,30.811346,72.13913199999998,191186.0,5896.0
531,Sindh,Pakistan,2021-03-18 05:26:22,26.009446,68.77680699999999,262207.0,4469.0
532,Azad Jammu and Kashmir,Pakistan,2021-03-19 05:26:09,34.027401,73.947253,11377.0,328.0
533,Balochistan,Pakistan,2021-03-19 05:26:09,28.328492,65.898403,19290.0,202.0
534,Gilgit-Baltistan,Pakistan,2021-03-19 05:26:09,35.792146,74.982138,4967.0,103.0
535,Islamabad,Pakistan,2021-03-19 05:26:09,33.665087,73.121219,50096.0,536.0
536,Khyber Pakhtunkhwa,Pakistan,2021-03-19 05:26:09,34.485332,72.09169,77972.0,2196.0
537,Punjab,Pakistan,2021-03-19 05:26:09,30.811346,72.13913199999998,193054.0,5919.0
538,Sindh,Pakistan,2021-03-19 05:26:09,26.009446,68.77680699999999,262503.0,4473.0
539,Azad Jammu and Kashmir,Pakistan,2021-03-20 05:25:46,34.027401,73.947253,11483.0,330.0
540,Balochistan,Pakistan,2021-03-20 05:25:46,28.328492,65.898403,19306.0,203.0
541,Gilgit-Baltistan,Pakistan,2021-03-20 05:25:46,35.792146,74.982138,4967.0,103.0
542,Islamabad,Pakistan,2021-03-20 05:25:46,33.665087,73.121219,50843.0,539.0
