Province,Country_Region,Date,Lat,Long_,Confirmed,Deaths,Recovered,inf_mean,inf_upper,inf_lower,seir_cumulative_mean,seir_cumulative_lower,seir_cumulative_upper,inf_cuml_mean,inf_cuml_lower,inf_cuml_upper,seir_daily_mean,seir_daily_lower,seir_daily_upper,seir_daily_unscaled_mean,seir_daily_unscaled_lower,seir_daily_unscaled_upper,seir_cumulative_unscaled_mean,seir_cumulative_unscaled_lower,seir_cumulative_unscaled_upper,cases_mean,cases_lower,cases_upper,inf_cuml_mean_vax,inf_cuml_lower_vax,inf_cuml_upper_vax,inf_cuml_mean_unvax,inf_cuml_lower_unvax,inf_cuml_upper_unvax,inf_mean_vax,inf_lower_vax,inf_upper_vax,inf_mean_unvax,inf_lower_unvax,inf_upper_unvax,population,mobility_mean,mobility_obs,testing_obs,pneumonia_mean,pneumonia_obs,mask_use_mean,mask_use_obs,hospital_beds_mean,hospital_beds_upper,hospital_beds_lower,icu_beds_mean,icu_beds_upper,icu_beds_lower,admis_mean,admis_upper,admis_lower,admis_mean_vax,admis_upper_vax,admis_lower_vax,admis_mean_unvax,admis_upper_unvax,admis_lower_unvax
Sindh,Pakistan,2021-01-28,26.009446,68.776807,243683.0,3957.0,222037.0,54585.23,74753.47,37509.73,45772.94,24282.27,77501.48,30422988.0,23653328.0,37126086.0,173.68,92.14,294.07,14.86,14.86,14.86,3916.28,3915.9,3916.86,851.17,851.17,851.17,0.0,0.0,0.0,30422988.0,23653328.0,37126086.0,0.0,0.0,0.0,54585.23,37509.73,74753.47,49907676.0,1.5865,1,1,1.1368,0,0.5536,1,7955.05,12148.86,4623.18,1459.64,2229.14,848.29,721.07,1231.92,363.75,0.0,0.0,0.0,721.0698,1231.923,363.7535
Azad Jammu and Kashmir,Pakistan,2022-01-28,34.027401,73.947253,36465.0,752.0,,174653.3,228849.6,121257.6,8726.92,4376.13,15052.34,6200365.0,5263277.0,7332404.0,5.98,2.54,10.74,0.51,0.39,0.69,755.0,754.1,756.45,433.88,412.77,468.13,1318419.0,980818.6,1629558.0,4881947.0,4183164.0,5856587.0,96998.13,69601.49,127593.4,77655.17,51896.33,103635.5,4334762.0,40.8297,0,0,1.1512,0,0.3865,0,970.0,1690.32,460.1,184.45,323.27,86.93,166.14,295.51,76.23,85.35768,152.2914,38.7939,80.78168,143.2214,37.43561
Balochistan,Pakistan,2022-01-28,28.328492,65.898403,34187.0,367.0,,119095.9,183079.2,52398.03,11914.87,6528.08,20490.47,10970027.0,7326065.0,13804952.0,0.05,0.04,0.08,0.0,0.0,0.0,367.63,367.29,368.09,72.34,68.52,78.09,546068.5,283259.5,810934.8,10423958.0,7016349.0,12976242.0,48038.81,20954.98,74414.98,71057.11,31443.05,108664.3,13398367.0,39.8137,0,0,1.1407,0,0.2441,0,431.98,832.97,138.85,82.16,156.79,26.33,56.13,110.42,18.0,22.60948,44.92663,7.289703,33.51576,65.50323,10.69241
Gilgit-Baltistan,Pakistan,2022-01-28,35.792146,74.982138,10580.0,188.0,,29632.48,47263.08,16240.93,3605.82,1867.16,6325.52,2141494.0,1460658.0,2864905.0,0.09,0.03,0.25,0.0,0.0,0.01,187.11,186.55,187.99,24.35,23.42,25.84,110482.4,60548.29,167151.3,2031011.0,1378724.0,2713765.0,12028.31,6517.378,19366.66,17604.17,9723.55,27896.42,2227138.0,40.8297,0,0,1.1538,0,0.3478,0,51.05,103.89,18.96,10.73,21.89,3.98,7.36,15.34,2.65,3.167877,6.637413,1.123919,4.188914,8.702661,1.529868
Islamabad,Pakistan,2022-01-28,33.665087,73.121219,123648.0,979.0,,29138.93,43420.05,19368.98,2872.99,1740.74,4689.12,2233878.0,1357757.0,3471794.0,0.82,0.32,2.33,0.28,0.16,0.79,985.9,982.61,990.06,1314.32,1246.9,1408.25,359242.0,215653.9,636189.8,1874636.0,1123392.0,2881040.0,14900.98,9749.905,22975.92,14237.95,9416.073,20444.14,2155173.0,31.3572,0,0,1.151,0,0.4233,0,580.01,1235.44,278.6,110.24,232.19,54.0,62.47,139.36,29.47,31.51376,71.87392,14.68819,30.96059,67.48569,14.80987
Khyber Pakhtunkhwa,Pakistan,2022-01-28,34.485332,72.09169,189300.0,5989.0,,960078.5,1384521.0,568121.3,110680.4,52678.45,200431.1,67123198.0,35343223.0,101067635.0,44.6,17.33,85.29,2.38,1.7,3.26,5990.53,5989.52,5992.15,1266.55,1186.51,1339.88,6500301.0,3257171.0,10165902.0,60622898.0,31844168.0,91879401.0,422299.8,241361.1,619372.8,537778.7,326760.3,763309.6,38100471.0,52.7466,0,0,1.1514,0,0.2677,0,3226.32,7819.28,919.82,613.33,1488.6,172.82,456.87,1129.29,134.34,217.3753,532.8977,63.45311,239.4959,596.3883,70.62316
Punjab,Pakistan,2022-01-28,30.811346,72.139132,471925.0,13132.0,,756902.8,1011651.0,523750.2,228498.1,117241.8,400742.3,97947822.0,74763567.0,123925079.0,108.41,50.78,184.5,6.18,4.7,7.29,13138.35,13136.82,13139.74,2108.67,2054.84,2181.18,8363937.0,6004821.0,11422361.0,89583885.0,68612484.0,112563545.0,367923.8,252430.9,496907.4,388979.0,271319.3,514744.1,113939260.0,44.0467,0,0,1.1464,0,0.4537,0,8292.5,14721.92,3480.86,1578.22,2765.36,662.57,928.67,1722.69,392.55,488.498,906.9104,205.7062,440.1729,815.7801,186.8409
Sindh,Pakistan,2022-01-28,26.009446,68.776807,535965.0,7785.0,,248460.9,349734.6,161312.5,90599.49,48056.81,153381.5,67022930.0,50211814.0,88736254.0,118.65,57.61,210.09,10.08,7.58,11.78,7751.54,7749.07,7753.79,2171.94,2066.59,2266.17,7401494.0,4864090.0,11557027.0,59621436.0,45375732.0,77411543.0,119767.6,80086.17,169551.5,128693.3,80190.14,181402.4,49907676.0,36.1724,0,0,1.1368,0,0.4799,0,7575.09,13471.78,3443.18,1442.6,2562.56,655.06,572.93,1052.32,277.85,288.2723,528.3361,139.618,284.659,523.9765,137.0819
Azad Jammu and Kashmir,Pakistan,2021-01-29,34.027401,73.947253,8953.0,259.0,8335.0,5400.0,7753.82,3814.29,3011.1,1511.13,5192.2,1495577.0,1192959.0,1803664.0,10.77,5.4,18.57,0.93,0.93,0.93,260.53,260.1,261.22,27.82,27.82,27.82,0.0,0.0,0.0,1495577.0,1192959.0,1803664.0,0.0,0.0,0.0,5400.002,3814.289,7753.816,4334762.0,6.6851,1,1,1.1509,0,0.4173,1,647.68,981.31,364.69,119.06,180.39,67.04,54.87,98.54,25.2,0.0,0.0,0.0,54.87054,98.54192,25.19666
Balochistan,Pakistan,2021-01-29,28.328492,65.898403,18798.0,194.0,18363.0,2654.24,3691.27,732.06,6302.88,3452.68,10840.22,5989210.0,4013039.0,7381451.0,11.61,6.36,19.95,0.36,0.36,0.36,194.47,194.31,194.73,10.67,10.67,10.67,0.0,0.0,0.0,5989210.0,4013039.0,7381451.0,0.0,0.0,0.0,2654.239,732.0558,3691.268,13398367.0,7.8062,1,1,1.1404,0,0.2685,1,415.63,717.69,231.03,76.4,131.93,42.47,40.97,82.47,14.64,0.0,0.0,0.0,40.96941,82.46654,14.63559
Gilgit-Baltistan,Pakistan,2021-01-29,35.792146,74.982138,4909.0,102.0,4787.0,437.57,637.84,248.62,1978.87,1024.22,3472.46,1128842.0,645218.8,1515496.0,0.42,0.23,0.72,0.02,0.02,0.02,102.68,102.4,103.1,1.03,1.03,1.03,0.0,0.0,0.0,1128842.0,645218.8,1515496.0,0.0,0.0,0.0,437.5651,248.6236,637.8388,2227138.0,6.6851,1,1,1.1535,0,0.3457,1,17.5,32.45,8.62,3.22,5.97,1.58,1.15,2.67,0.5,0.0,0.0,0.0,1.147205,2.668498,0.4971088
Islamabad,Pakistan,2021-01-29,33.665087,73.121219,41176.0,476.0,39196.0,1658.47,2727.06,735.48,1388.32,841.1,2266.47,801779.0,426768.7,1140452.0,2.95,1.79,4.8,1.01,1.01,1.02,476.41,474.94,478.25,86.03,86.03,86.03,0.0,0.0,0.0,801779.0,426768.7,1140452.0,0.0,0.0,0.0,1658.475,735.477,2727.063,2155173.0,-4.2832,1,1,1.1507,0,0.4667,1,130.67,190.43,82.94,24.02,35.01,15.25,12.84,20.76,6.28,0.0,0.0,0.0,12.83789,20.75727,6.283834
Khyber Pakhtunkhwa,Pakistan,2021-01-29,34.485332,72.09169,66451.0,1879.0,61656.0,41687.4,58072.56,22952.71,34792.61,16560.72,63006.34,23503072.0,14538894.0,27836562.0,172.92,82.3,313.15,9.36,9.36,9.36,1883.17,1882.86,1883.66,240.1,240.1,240.1,0.0,0.0,0.0,23503072.0,14538894.0,27836562.0,0.0,0.0,0.0,41687.4,22952.71,58072.56,38100471.0,14.3629,1,1,1.1511,0,0.4078,1,4889.89,9186.62,2215.77,898.87,1688.71,407.31,376.1,831.18,133.2,0.0,0.0,0.0,376.1024,831.1796,133.1974
Punjab,Pakistan,2021-01-29,30.811346,72.139132,156404.0,4681.0,141785.0,100884.9,144385.3,68277.64,81718.58,41932.13,143307.1,39025857.0,31465008.0,47511023.0,452.22,232.03,793.05,26.0,26.0,26.0,4698.74,4698.45,4699.2,520.17,520.17,520.17,0.0,0.0,0.0,39025857.0,31465008.0,47511023.0,0.0,0.0,0.0,100884.9,68277.64,144385.3,113939260.0,8.9059,1,1,1.1461,0,0.4931,1,14873.55,23266.78,8305.89,2734.1,4276.97,1526.81,1292.0,2343.03,591.31,0.0,0.0,0.0,1291.997,2343.034,591.3148
Sindh,Pakistan,2021-01-29,26.009446,68.776807,244340.0,3969.0,222623.0,54016.82,73452.57,36693.11,45946.62,24374.41,77795.55,30477005.0,23690145.0,37197126.0,173.68,92.14,294.07,14.86,14.86,14.86,3931.14,3930.76,3931.72,837.32,837.32,837.32,0.0,0.0,0.0,30477005.0,23690145.0,37197126.0,0.0,0.0,0.0,54016.82,36693.11,73452.57,49907676.0,1.7531,1,1,1.1365,0,0.5515,1,7856.2,12205.18,4517.96,1444.15,2243.59,830.5,689.27,1178.76,358.76,0.0,0.0,0.0,689.2749,1178.764,358.7605
Azad Jammu and Kashmir,Pakistan,2022-01-29,34.027401,73.947253,36967.0,752.0,,161497.8,218780.6,105735.1,8731.78,4377.87,15059.52,6361863.0,5429281.0,7461347.0,4.87,0.82,13.2,0.41,0.1,0.89,755.41,754.36,757.0,523.84,487.69,575.84,1409329.0,1075651.0,1714036.0,4952534.0,4257806.0,5912534.0,90910.33,61353.98,121654.8,70587.45,44829.29,97133.45,4334762.0,40.8297,0,0,1.1509,0,0.3865,0,1200.67,2108.64,568.18,228.98,398.9,107.47,197.61,351.92,91.15,102.1618,182.544,46.69408,95.44331,170.0199,44.45216
Balochistan,Pakistan,2022-01-29,28.328492,65.898403,34277.0,367.0,,129915.3,201940.5,57334.75,11914.97,6528.17,20490.58,11099942.0,7405856.0,13997162.0,0.1,0.05,0.19,0.0,0.0,0.01,367.63,367.3,368.09,81.08,76.72,87.11,598767.7,308743.5,882451.2,10501174.0,7064519.0,13075811.0,52699.17,23002.48,82597.17,77216.18,34310.75,119343.3,13398367.0,39.8137,0,0,1.1404,0,0.2441,0,470.01,909.13,150.67,89.65,171.66,28.64,61.69,121.05,19.66,24.99003,49.4891,8.021478,36.69986,71.57267,11.64306
Gilgit-Baltistan,Pakistan,2022-01-29,35.792146,74.982138,10604.0,188.0,,33187.46,53025.01,18037.82,3605.92,1867.22,6325.7,2174681.0,1482000.0,2900969.0,0.09,0.03,0.28,0.0,0.0,0.01,187.11,186.55,187.99,28.14,26.97,30.12,124039.2,68069.65,187278.1,2050642.0,1397101.0,2735020.0,13556.86,7273.798,21892.65,19630.61,10764.03,31132.36,2227138.0,40.8297,0,0,1.1535,0,0.3478,0,59.14,120.63,21.88,12.43,25.42,4.59,8.51,17.77,3.1,3.677329,7.710648,1.317986,4.83423,10.0582,1.779181
Islamabad,Pakistan,2022-01-29,33.665087,73.121219,125203.0,979.0,,28977.43,41848.32,19536.84,2873.89,1741.05,4690.44,2262855.0,1385104.0,3503586.0,0.9,0.23,2.67,0.31,0.11,0.98,986.21,982.88,990.95,1347.63,1247.21,1488.73,374142.9,225717.5,652109.0,1888713.0,1136235.0,2894813.0,14900.9,9885.411,22331.98,14076.53,9108.327,19585.69,2155173.0,31.3572,0,0,1.1507,0,0.4233,0,600.73,1266.49,289.25,114.52,238.77,55.86,63.86,140.21,30.72,32.37926,72.80502,15.33118,31.48124,67.40682,15.44349
Khyber Pakhtunkhwa,Pakistan,2022-01-29,34.485332,72.09169,190578.0,5994.0,,966776.3,1366636.0,604962.8,110713.5,52696.51,200472.7,68089975.0,36264517.0,101831746.0,33.03,4.06,87.54,1.73,0.22,3.61,5992.25,5990.04,5995.17,1425.93,1249.36,1547.81,6929569.0,3561455.0,10509712.0,61160406.0,32370437.0,92301926.0,429268.3,258694.5,621505.1,537508.0,346268.3,745862.0,38100471.0,52.7466,0,0,1.1511,0,0.2677,0,3767.0,9108.81,1079.57,718.23,1739.05,203.48,520.1,1297.72,153.83,248.4009,615.0281,72.90057,271.7009,682.6945,80.63707
Punjab,Pakistan,2022-01-29,30.811346,72.139132,474208.0,13139.0,,780517.6,1039882.0,542620.4,228590.9,117277.2,400966.1,98728339.0,75439769.0,124732081.0,92.82,27.09,187.35,5.23,2.09,7.5,13143.58,13138.94,13147.08,2162.81,2070.18,2263.93,8745104.0,6285298.0,11835778.0,89983236.0,68968941.0,112937008.0,381167.2,263171.7,513190.3,399350.4,279504.9,528973.1,113939260.0,44.0467,0,0,1.1461,0,0.4537,0,8652.58,15314.39,3630.64,1651.45,2887.24,693.0,960.01,1774.15,407.81,506.533,936.7193,214.4384,453.481,837.4269,193.3729
Sindh,Pakistan,2022-01-29,26.009446,68.776807,538196.0,7800.0,,244697.0,346972.1,152640.6,90707.76,48098.68,153529.9,67267627.0,50418416.0,88903337.0,108.27,34.27,216.01,9.13,4.23,12.51,7760.67,7753.28,7766.27,2070.9,1920.18,2230.45,7519919.0,4974152.0,11647393.0,59747708.0,45488931.0,77521183.0,118424.9,77005.24,168046.0,126272.1,76899.83,179092.5,49907676.0,36.1724,0,0,1.1365,0,0.4799,0,7232.01,12888.69,3285.86,1381.18,2456.62,626.89,548.68,1005.07,268.57,277.0069,508.1447,135.747,271.6737,498.6431,131.9423
Azad Jammu and Kashmir,Pakistan,2021-01-30,34.027401,73.947253,8972.0,259.0,8354.0,5604.06,7633.27,4080.99,3024.34,1517.78,5215.05,1501181.0,1197389.0,1809432.0,13.24,6.64,22.84,1.15,1.14,1.15,261.67,261.25,262.37,27.96,27.96,27.96,0.0,0.0,0.0,1501181.0,1197389.0,1809432.0,0.0,0.0,0.0,5604.058,4080.987,7633.275,4334762.0,6.8086,1,1,1.1503,0,0.4191,1,655.17,997.29,362.3,120.5,183.43,66.64,52.41,91.05,23.88,0.0,0.0,0.0,52.40838,91.0508,23.88052
Balochistan,Pakistan,2021-01-30,28.328492,65.898403,18809.0,195.0,18421.0,2780.29,3682.82,1655.5,6316.8,3460.32,10864.16,5991990.0,4014729.0,7385017.0,13.92,7.63,23.94,0.43,0.43,0.43,194.9,194.74,195.16,10.53,10.53,10.53,0.0,0.0,0.0,5991990.0,4014729.0,7385017.0,0.0,0.0,0.0,2780.292,1655.502,3682.817,13398367.0,8.0409,1,1,1.1399,0,0.2686,1,419.78,729.24,230.16,77.21,134.13,42.33,40.61,85.32,14.55,0.0,0.0,0.0,40.61065,85.31566,14.55434
Gilgit-Baltistan,Pakistan,2021-01-30,35.792146,74.982138,4908.0,102.0,4787.0,466.9,624.67,295.78,1979.3,1024.45,3473.18,1129309.0,645526.7,1515910.0,0.42,0.23,0.72,0.02,0.02,0.02,102.7,102.42,103.12,1.03,1.03,1.03,0.0,0.0,0.0,1129309.0,645526.7,1515910.0,0.0,0.0,0.0,466.9033,295.7767,624.6739,2227138.0,6.8086,1,1,1.1529,0,0.3468,1,17.08,31.88,8.36,3.14,5.86,1.54,1.15,2.68,0.5,0.0,0.0,0.0,1.149979,2.676093,0.4973025
Islamabad,Pakistan,2021-01-30,33.665087,73.121219,41255.0,475.0,39309.0,1696.89,2736.63,739.36,1391.06,842.77,2270.93,803475.9,427512.7,1142957.0,2.74,1.66,4.46,0.94,0.93,0.95,477.35,475.87,479.19,85.03,85.03,85.03,0.0,0.0,0.0,803475.9,427512.7,1142957.0,0.0,0.0,0.0,1696.892,739.3644,2736.632,2155173.0,-3.874,1,1,1.1501,0,0.4688,1,131.64,191.14,81.64,24.21,35.16,15.02,12.52,19.61,6.23,0.0,0.0,0.0,12.52191,19.61172,6.234269
Khyber Pakhtunkhwa,Pakistan,2021-01-30,34.485332,72.09169,66679.0,1890.0,61932.0,41807.18,58740.96,23216.61,34964.2,16642.39,63317.1,23544879.0,14567057.0,27893581.0,171.6,81.67,310.76,9.29,9.29,9.29,1892.46,1892.14,1892.95,236.82,236.82,236.82,0.0,0.0,0.0,23544879.0,14567057.0,27893581.0,0.0,0.0,0.0,41807.18,23216.61,58740.96,38100471.0,14.4158,1,1,1.1505,0,0.4115,1,4795.31,8977.68,2165.72,882.0,1651.26,398.34,374.05,825.92,134.69,0.0,0.0,0.0,374.0474,825.917,134.6902
Punjab,Pakistan,2021-01-30,30.811346,72.139132,156928.0,4716.0,141991.0,101983.4,148410.4,69232.17,82147.2,42152.05,144058.8,39127840.0,31558311.0,47623707.0,428.61,219.92,751.66,24.64,24.64,24.65,4723.39,4723.1,4723.84,505.89,505.89,505.89,0.0,0.0,0.0,39127840.0,31558311.0,47623707.0,0.0,0.0,0.0,101983.4,69232.17,148410.4,113939260.0,9.0547,1,1,1.1455,0,0.495,1,14890.06,23314.24,8307.04,2738.71,4288.16,1527.9,1278.02,2291.17,584.61,0.0,0.0,0.0,1278.022,2291.167,584.6084
Sindh,Pakistan,2021-01-30,26.009446,68.776807,245663.0,3986.0,223358.0,54223.04,78888.99,35464.95,46123.64,24468.31,78095.28,30531228.0,23726406.0,37269469.0,177.02,93.91,299.73,15.15,15.14,15.15,3946.29,3945.9,3946.87,796.46,796.46,796.46,0.0,0.0,0.0,30531228.0,23726406.0,37269469.0,0.0,0.0,0.0,54223.04,35464.95,78888.99,49907676.0,1.7795,1,1,1.1359,0,0.5482,1,7719.9,12066.06,4434.95,1419.91,2219.3,815.72,643.05,1054.53,346.88,0.0,0.0,0.0,643.0549,1054.53,346.8796
Azad Jammu and Kashmir,Pakistan,2022-01-30,34.027401,73.947253,37572.0,755.0,,146918.1,204191.5,91908.16,8738.16,4380.28,15068.89,6508781.0,5585648.0,7603492.0,6.37,0.96,18.55,0.53,0.11,1.25,755.94,754.71,757.79,620.9,563.59,693.62,1493111.0,1167314.0,1796131.0,5015670.0,4314899.0,5961816.0,83782.06,53693.38,115364.6,63136.03,38450.24,88826.84,4334762.0,40.8297,0,0,1.1503,0,0.3865,0,1471.49,2595.26,693.91,281.44,487.76,131.65,230.92,413.48,107.26,120.1815,215.002,55.33494,110.7361,199.3275,51.99289
Balochistan,Pakistan,2022-01-30,28.328492,65.898403,34342.0,367.0,,141276.7,224139.4,62170.53,11915.13,6528.31,20490.74,11241219.0,7493888.0,14202487.0,0.16,0.07,0.35,0.01,0.0,0.01,367.64,367.3,368.1,90.56,84.33,98.26,656400.4,337048.0,958757.2,10584818.0,7117649.0,13189754.0,57632.75,25053.02,92099.47,83643.95,37117.51,132039.9,13398367.0,39.8137,0,0,1.1399,0,0.2441,0,509.79,987.01,162.83,97.51,187.53,31.08,67.64,133.74,21.45,27.54752,54.976,8.791097,40.09421,78.76447,12.65999
Gilgit-Baltistan,Pakistan,2022-01-30,35.792146,74.982138,10642.0,188.0,,36964.15,59043.38,20056.51,3606.02,1867.29,6325.89,2211645.0,1506453.0,2939641.0,0.1,0.03,0.3,0.01,0.0,0.01,187.12,186.56,188.0,32.48,30.93,35.22,139237.9,76603.6,206892.0,2072407.0,1418345.0,2757709.0,15198.72,8114.648,24555.16,21765.43,11929.05,34512.08,2227138.0,40.8297,0,0,1.1529,0,0.3478,0,68.08,139.23,25.11,14.31,29.34,5.27,9.84,20.58,3.62,4.263418,8.956938,1.548395,5.57321,11.62623,2.06983
Islamabad,Pakistan,2022-01-30,33.665087,73.121219,126473.0,979.0,,28772.32,40493.32,18478.88,2874.95,1741.43,4692.03,2291628.0,1412894.0,3535136.0,1.06,0.28,3.02,0.36,0.13,1.15,986.57,983.22,991.53,1379.54,1233.38,1573.11,389018.9,235056.6,666987.8,1902609.0,1149343.0,2907487.0,14875.99,10005.33,21603.44,13896.33,8869.621,19365.83,2155173.0,31.3572,0,0,1.1501,0,0.4233,0,619.5,1294.21,299.27,118.45,244.76,57.96,65.1,139.82,32.23,33.16866,73.10935,16.07198,31.92635,66.71102,16.25652
Khyber Pakhtunkhwa,Pakistan,2022-01-30,34.485332,72.09169,192519.0,5996.0,,963859.0,1339663.0,638710.7,110751.9,52717.01,200525.1,69053834.0,37235039.0,102586839.0,38.43,4.69,103.31,2.01,0.26,4.32,5994.26,5990.2,5998.93,1591.66,1312.84,1778.77,7361579.0,3880042.0,10846330.0,61692254.0,32921514.0,92716541.0,432010.6,275296.3,612749.8,531848.4,358084.5,723347.4,38100471.0,52.7466,0,0,1.1505,0,0.2677,0,4372.58,10537.51,1259.67,836.16,2024.08,238.16,587.01,1480.59,175.28,281.4591,704.6683,83.24315,305.5461,775.9239,91.67141
Punjab,Pakistan,2022-01-30,30.811346,72.139132,476420.0,13151.0,,804479.8,1077398.0,557417.3,228689.4,117314.4,401199.9,99532819.0,76143750.0,125547090.0,98.49,28.63,198.13,5.55,2.24,7.87,13149.13,13141.18,13154.87,2220.27,2087.32,2370.59,9139756.0,6575874.0,12261132.0,90393063.0,69338856.0,113312768.0,394652.3,271574.0,531886.8,409827.5,285522.5,548517.8,113939260.0,44.0467,0,0,1.1455,0,0.4537,0,9035.25,15925.92,3796.21,1729.39,3019.18,726.63,993.32,1827.42,423.83,525.6581,967.6153,223.4914,467.6591,859.8019,200.337
Sindh,Pakistan,2022-01-30,26.009446,68.776807,540023.0,7812.0,,241438.1,344914.1,145717.6,90823.06,48143.35,153684.4,67509066.0,50624911.0,89064326.0,115.31,37.06,224.75,9.74,4.68,13.43,7770.4,7757.96,7779.88,1992.27,1792.8,2211.55,7637214.0,5085497.0,11733541.0,59871851.0,45601675.0,77649460.0,117295.3,73244.93,167748.2,124142.8,74349.88,177486.7,49907676.0,36.1724,0,0,1.1359,0,0.4799,0,6893.28,12284.37,3144.58,1320.21,2347.36,601.61,530.1,967.34,262.09,268.4786,491.037,132.2782,261.6176,477.9655,128.5539
Azad Jammu and Kashmir,Pakistan,2021-01-31,34.027401,73.947253,8988.0,260.0,8369.0,5806.01,7938.17,4207.62,3040.06,1525.66,5242.17,1506987.0,1202055.0,1815587.0,15.72,7.88,27.12,1.36,1.36,1.36,263.03,262.61,263.73,26.1,26.1,26.1,0.0,0.0,0.0,1506987.0,1202055.0,1815587.0,0.0,0.0,0.0,5806.011,4207.624,7938.169,4334762.0,6.7428,1,1,1.1491,0,0.4209,1,654.16,1010.19,355.61,120.75,186.47,65.64,49.02,91.75,20.76,0.0,0.0,0.0,49.01687,91.75391,20.76284
Balochistan,Pakistan,2021-01-31,28.328492,65.898403,18815.0,195.0,18429.0,2690.75,3750.45,1400.53,6330.72,3467.95,10888.1,5994681.0,4016857.0,7388555.0,13.92,7.63,23.94,0.43,0.43,0.43,195.33,195.17,195.59,8.82,8.82,8.82,0.0,0.0,0.0,5994681.0,4016857.0,7388555.0,0.0,0.0,0.0,2690.754,1400.533,3750.451,13398367.0,8.0666,1,1,1.1388,0,0.2686,1,412.68,757.52,214.45,76.17,139.83,39.58,35.39,83.34,11.8,0.0,0.0,0.0,35.38672,83.33994,11.8001
Gilgit-Baltistan,Pakistan,2021-01-31,35.792146,74.982138,4908.0,102.0,4787.0,477.07,654.44,310.74,1979.72,1024.68,3473.9,1129786.0,645835.2,1516331.0,0.42,0.23,0.72,0.02,0.02,0.02,102.72,102.44,103.15,0.96,0.96,0.96,0.0,0.0,0.0,1129786.0,645835.2,1516331.0,0.0,0.0,0.0,477.074,310.7444,654.4379,2227138.0,6.7428,1,1,1.1517,0,0.3479,1,16.68,30.88,8.15,3.08,5.7,1.51,1.09,2.5,0.47,0.0,0.0,0.0,1.091267,2.503029,0.4724002
Islamabad,Pakistan,2021-01-31,33.665087,73.121219,41359.0,475.0,39439.0,1722.46,2551.8,763.42,1393.59,844.3,2275.05,805198.3,428284.2,1145494.0,2.53,1.54,4.12,0.87,0.86,0.87,478.21,476.74,480.07,83.46,83.46,83.46,0.0,0.0,0.0,805198.3,428284.2,1145494.0,0.0,0.0,0.0,1722.465,763.4199,2551.802,2155173.0,-3.6155,1,1,1.1489,0,0.4732,1,131.68,192.43,80.9,24.31,35.52,14.93,11.78,18.42,6.05,0.0,0.0,0.0,11.78118,18.42124,6.049186
Khyber Pakhtunkhwa,Pakistan,2021-01-31,34.485332,72.09169,66953.0,1897.0,62198.0,42003.09,57685.12,23430.18,35131.84,16722.17,63620.69,23586882.0,14595356.0,27950047.0,167.64,79.78,303.59,9.07,9.07,9.07,1901.53,1901.22,1902.03,231.53,231.53,231.53,0.0,0.0,0.0,23586882.0,14595356.0,27950047.0,0.0,0.0,0.0,42003.09,23430.18,57685.12,38100471.0,14.2277,1,1,1.1493,0,0.4098,1,4690.62,8742.4,2114.83,865.82,1613.72,390.37,369.82,802.4,134.78,0.0,0.0,0.0,369.8151,802.4007,134.7837
Punjab,Pakistan,2021-01-31,30.811346,72.139132,157353.0,4736.0,142651.0,103741.0,152265.0,70043.81,82544.75,42356.04,144756.0,39231581.0,31650381.0,47736794.0,397.56,203.99,697.19,22.86,22.86,22.86,4746.25,4745.95,4746.71,506.1,506.1,506.1,0.0,0.0,0.0,39231581.0,31650381.0,47736794.0,0.0,0.0,0.0,103741.0,70043.81,152265.0,113939260.0,9.023,1,1,1.1444,0,0.4972,1,14907.57,23555.25,8319.04,2751.72,4347.95,1535.57,1292.7,2364.98,589.71,0.0,0.0,0.0,1292.701,2364.982,589.7099
Sindh,Pakistan,2021-01-31,26.009446,68.776807,246437.0,3992.0,224101.0,55186.58,84506.18,34611.04,46279.79,24551.15,78359.67,30586415.0,23762861.0,37345006.0,156.15,82.84,264.39,13.36,13.36,13.36,3959.65,3959.26,3960.23,765.24,765.24,765.24,0.0,0.0,0.0,30586415.0,23762861.0,37345006.0,0.0,0.0,0.0,55186.58,34611.04,84506.18,49907676.0,1.6373,1,1,1.1349,0,0.5448,1,7544.74,11775.44,4339.06,1392.65,2173.57,800.93,605.1,980.28,325.21,0.0,0.0,0.0,605.1009,980.277,325.2082
Azad Jammu and Kashmir,Pakistan,2022-01-31,34.027401,73.947253,38115.0,755.0,,131743.0,186376.6,79311.23,8746.49,4383.54,15080.99,6640524.0,5730994.0,7732176.0,8.34,1.3,23.41,0.7,0.14,1.6,756.64,754.93,758.87,722.03,636.01,820.75,1569177.0,1254235.0,1876687.0,5071347.0,4365024.0,6004860.0,76066.48,46863.14,106958.9,55676.54,32577.69,79417.69,4334762.0,40.8297,0,0,1.1491,0,0.3865,0,1780.4,3139.56,836.51,341.52,589.36,159.37,264.93,480.45,124.73,138.882,250.6499,64.62969,126.0459,229.5484,60.10162
