Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered
Khyber Pakhtunkhwa,Pakistan,2021-11-08 04:21:43,34.485332,72.09169,178643.0,5774.0,
Punjab,Pakistan,2021-11-08 04:21:43,30.811346,72.13913199999998,441176.0,12949.0,
Sindh,Pakistan,2021-11-08 04:21:43,26.009446,68.77680699999999,471963.0,7596.0,
Azad Jammu and Kashmir,Pakistan,2020-11-09 05:25:45,34.027401,73.947253,4758.0,109.0,3654.0
Balochistan,Pakistan,2020-11-09 05:25:45,28.328492,65.898403,16106.0,154.0,15700.0
Gilgit-Baltistan,Pakistan,2020-11-09 05:25:45,35.792146,74.982138,4366.0,93.0,4114.0
Islamabad,Pakistan,2020-11-09 05:25:45,33.665087,73.121219,21861.0,241.0,19120.0
Khyber Pakhtunkhwa,Pakistan,2020-11-09 05:25:45,34.485332,72.09169,40657.0,1288.0,38105.0
Punjab,Pakistan,2020-11-09 05:25:45,30.811346,72.13913199999998,106922.0,2408.0,97638.0
Sindh,Pakistan,2020-11-09 05:25:45,26.009446,68.77680699999999,150169.0,2684.0,140550.0
Azad Jammu and Kashmir,Pakistan,2021-11-09 04:21:36,34.027401,73.947253,34495.0,741.0,
Balochistan,Pakistan,2021-11-09 04:21:36,28.328492,65.898403,33345.0,358.0,
Gilgit-Baltistan,Pakistan,2021-11-09 04:21:36,35.792146,74.982138,10394.0,186.0,
Islamabad,Pakistan,2021-11-09 04:21:36,33.665087,73.121219,107169.0,947.0,
Khyber Pakhtunkhwa,Pakistan,2021-11-09 04:21:36,34.485332,72.09169,178687.0,5774.0,
Punjab,Pakistan,2021-11-09 04:21:36,30.811346,72.13913199999998,441257.0,12954.0,
Sindh,Pakistan,2021-11-09 04:21:36,26.009446,68.77680699999999,472213.0,7598.0,
Azad Jammu and Kashmir,Pakistan,2020-11-10 05:40:07,34.027401,73.947253,4830.0,112.0,3686.0
Balochistan,Pakistan,2020-11-10 05:40:07,28.328492,65.898403,16152.0,154.0,15721.0
Gilgit-Baltistan,Pakistan,2020-11-10 05:40:07,35.792146,74.982138,4378.0,93.0,4122.0
Islamabad,Pakistan,2020-11-10 05:40:07,33.665087,73.121219,22110.0,244.0,19271.0
Khyber Pakhtunkhwa,Pakistan,2020-11-10 05:40:07,34.485332,72.09169,40843.0,1290.0,38168.0
Punjab,Pakistan,2020-11-10 05:40:07,30.811346,72.13913199999998,107329.0,2420.0,97651.0
Sindh,Pakistan,2020-11-10 05:40:07,26.009446,68.77680699999999,150834.0,2687.0,140812.0
Azad Jammu and Kashmir,Pakistan,2021-11-10 04:21:38,34.027401,73.947253,34495.0,741.0,
Balochistan,Pakistan,2021-11-10 04:21:38,28.328492,65.898403,33356.0,358.0,
Gilgit-Baltistan,Pakistan,2021-11-10 04:21:38,35.792146,74.982138,10395.0,186.0,
Islamabad,Pakistan,2021-11-10 04:21:38,33.665087,73.121219,107198.0,947.0,
Khyber Pakhtunkhwa,Pakistan,2021-11-10 04:21:38,34.485332,72.09169,178773.0,5778.0,
Punjab,Pakistan,2021-11-10 04:21:38,30.811346,72.13913199999998,441378.0,12957.0,
Sindh,Pakistan,2021-11-10 04:21:38,26.009446,68.77680699999999,472519.0,7599.0,
Azad Jammu and Kashmir,Pakistan,2020-11-11 05:25:30,34.027401,73.947253,4911.0,114.0,3712.0
Balochistan,Pakistan,2020-11-11 05:25:30,28.328492,65.898403,16195.0,154.0,15743.0
Gilgit-Baltistan,Pakistan,2020-11-11 05:25:30,35.792146,74.982138,4394.0,93.0,4156.0
Islamabad,Pakistan,2020-11-11 05:25:30,33.665087,73.121219,22432.0,247.0,19443.0
Khyber Pakhtunkhwa,Pakistan,2020-11-11 05:25:30,34.485332,72.09169,41069.0,1294.0,38342.0
Punjab,Pakistan,2020-11-11 05:25:30,30.811346,72.13913199999998,107831.0,2429.0,97672.0
Sindh,Pakistan,2020-11-11 05:25:30,26.009446,68.77680699999999,151352.0,2690.0,140997.0
Azad Jammu and Kashmir,Pakistan,2021-11-11 04:21:45,34.027401,73.947253,34498.0,741.0,
Balochistan,Pakistan,2021-11-11 04:21:45,28.328492,65.898403,33368.0,358.0,
Gilgit-Baltistan,Pakistan,2021-11-11 04:21:45,35.792146,74.982138,10398.0,186.0,
Islamabad,Pakistan,2021-11-11 04:21:45,33.665087,73.121219,107223.0,947.0,
Khyber Pakhtunkhwa,Pakistan,2021-11-11 04:21:45,34.485332,72.09169,178846.0,5782.0,
Punjab,Pakistan,2021-11-11 04:21:45,30.811346,72.13913199999998,441493.0,12962.0,
Sindh,Pakistan,2021-11-11 04:21:45,26.009446,68.77680699999999,472925.0,7599.0,
Azad Jammu and Kashmir,Pakistan,2020-11-12 05:25:55,34.027401,73.947253,5041.0,116.0,3759.0
Balochistan,Pakistan,2020-11-12 05:25:55,28.328492,65.898403,16226.0,154.0,15780.0
Gilgit-Baltistan,Pakistan,2020-11-12 05:25:55,35.792146,74.982138,4409.0,93.0,4162.0
Islamabad,Pakistan,2020-11-12 05:25:55,33.665087,73.121219,22765.0,248.0,19604.0
Khyber Pakhtunkhwa,Pakistan,2020-11-12 05:25:55,34.485332,72.09169,41258.0,1302.0,38426.0
Punjab,Pakistan,2020-11-12 05:25:55,30.811346,72.13913199999998,108221.0,2438.0,97672.0
Sindh,Pakistan,2020-11-12 05:25:55,26.009446,68.77680699999999,152072.0,2704.0,141446.0
Azad Jammu and Kashmir,Pakistan,2021-11-12 04:22:01,34.027401,73.947253,34501.0,741.0,
Balochistan,Pakistan,2021-11-12 04:22:01,28.328492,65.898403,33383.0,358.0,
Gilgit-Baltistan,Pakistan,2021-11-12 04:22:01,35.792146,74.982138,10400.0,186.0,
Islamabad,Pakistan,2021-11-12 04:22:01,33.665087,73.121219,107249.0,947.0,
Khyber Pakhtunkhwa,Pakistan,2021-11-12 04:22:01,34.485332,72.09169,178926.0,5786.0,
Punjab,Pakistan,2021-11-12 04:22:01,30.811346,72.13913199999998,441631.0,12967.0,
Sindh,Pakistan,2021-11-12 04:22:01,26.009446,68.77680699999999,473052.0,7599.0,
Azad Jammu and Kashmir,Pakistan,2020-11-13 05:25:30,34.027401,73.947253,5139.0,118.0,3812.0
Balochistan,Pakistan,2020-11-13 05:25:30,28.328492,65.898403,16274.0,155.0,15782.0
Gilgit-Baltistan,Pakistan,2020-11-13 05:25:30,35.792146,74.982138,4416.0,93.0,4183.0
Islamabad,Pakistan,2020-11-13 05:25:30,33.665087,73.121219,23122.0,250.0,19808.0
Khyber Pakhtunkhwa,Pakistan,2020-11-13 05:25:30,34.485332,72.09169,41472.0,1303.0,38526.0
Punjab,Pakistan,2020-11-13 05:25:30,30.811346,72.13913199999998,108822.0,2455.0,97692.0
Sindh,Pakistan,2020-11-13 05:25:30,26.009446,68.77680699999999,153051.0,2718.0,141760.0
Azad Jammu and Kashmir,Pakistan,2021-11-13 04:21:38,34.027401,73.947253,34506.0,741.0,
Balochistan,Pakistan,2021-11-13 04:21:38,28.328492,65.898403,33391.0,358.0,
Gilgit-Baltistan,Pakistan,2021-11-13 04:21:38,35.792146,74.982138,10400.0,186.0,
Islamabad,Pakistan,2021-11-13 04:21:38,33.665087,73.121219,107275.0,948.0,
Khyber Pakhtunkhwa,Pakistan,2021-11-13 04:21:38,34.485332,72.09169,179000.0,5790.0,
Punjab,Pakistan,2021-11-13 04:21:38,30.811346,72.13913199999998,441720.0,12972.0,
Sindh,Pakistan,2021-11-13 04:21:38,26.009446,68.77680699999999,473081.0,7600.0,
Azad Jammu and Kashmir,Pakistan,2020-11-14 05:25:37,34.027401,73.947253,5261.0,119.0,3882.0
Balochistan,Pakistan,2020-11-14 05:25:37,28.328492,65.898403,16328.0,155.0,15801.0
Gilgit-Baltistan,Pakistan,2020-11-14 05:25:37,35.792146,74.982138,4434.0,93.0,4188.0
Islamabad,Pakistan,2020-11-14 05:25:37,33.665087,73.121219,23533.0,253.0,20036.0
Khyber Pakhtunkhwa,Pakistan,2020-11-14 05:25:37,34.485332,72.09169,41723.0,1305.0,38694.0
Punjab,Pakistan,2020-11-14 05:25:37,30.811346,72.13913199999998,109309.0,2462.0,97731.0
Sindh,Pakistan,2020-11-14 05:25:37,26.009446,68.77680699999999,153873.0,2722.0,142082.0
Azad Jammu and Kashmir,Pakistan,2021-11-14 04:21:31,34.027401,73.947253,34506.0,741.0,
Balochistan,Pakistan,2021-11-14 04:21:31,28.328492,65.898403,33391.0,358.0,
Gilgit-Baltistan,Pakistan,2021-11-14 04:21:31,35.792146,74.982138,10400.0,186.0,
Islamabad,Pakistan,2021-11-14 04:21:31,33.665087,73.121219,107275.0,948.0,
Khyber Pakhtunkhwa,Pakistan,2021-11-14 04:21:31,34.485332,72.09169,179000.0,5790.0,
Punjab,Pakistan,2021-11-14 04:21:31,30.811346,72.13913199999998,441720.0,12972.0,
Sindh,Pakistan,2021-11-14 04:21:31,26.009446,68.77680699999999,473081.0,7600.0,
Azad Jammu and Kashmir,Pakistan,2020-11-15 05:26:53,34.027401,73.947253,5349.0,119.0,3945.0
Balochistan,Pakistan,2020-11-15 05:26:53,28.328492,65.898403,16393.0,156.0,15817.0
Gilgit-Baltistan,Pakistan,2020-11-15 05:26:53,35.792146,74.982138,4447.0,93.0,4192.0
Islamabad,Pakistan,2020-11-15 05:26:53,33.665087,73.121219,23994.0,255.0,20274.0
Khyber Pakhtunkhwa,Pakistan,2020-11-15 05:26:53,34.485332,72.09169,41990.0,1309.0,38824.0
Punjab,Pakistan,2020-11-15 05:26:53,30.811346,72.13913199999998,109993.0,2471.0,97756.0
Sindh,Pakistan,2020-11-15 05:26:53,26.009446,68.77680699999999,154738.0,2738.0,142417.0
Azad Jammu and Kashmir,Pakistan,2021-11-15 04:21:36,34.027401,73.947253,34512.0,741.0,
Balochistan,Pakistan,2021-11-15 04:21:36,28.328492,65.898403,33400.0,358.0,
Gilgit-Baltistan,Pakistan,2021-11-15 04:21:36,35.792146,74.982138,10401.0,186.0,
Islamabad,Pakistan,2021-11-15 04:21:36,33.665087,73.121219,107339.0,948.0,
Khyber Pakhtunkhwa,Pakistan,2021-11-15 04:21:36,34.485332,72.09169,179122.0,5798.0,
Punjab,Pakistan,2021-11-15 04:21:36,30.811346,72.13913199999998,441903.0,12978.0,
Sindh,Pakistan,2021-11-15 04:21:36,26.009446,68.77680699999999,473199.0,7603.0,
Azad Jammu and Kashmir,Pakistan,2020-11-16 05:25:57,34.027401,73.947253,5455.0,121.0,4007.0
Balochistan,Pakistan,2020-11-16 05:25:57,28.328492,65.898403,16407.0,156.0,15852.0
Gilgit-Baltistan,Pakistan,2020-11-16 05:25:57,35.792146,74.982138,4452.0,93.0,4203.0
Islamabad,Pakistan,2020-11-16 05:25:57,33.665087,73.121219,24218.0,257.0,20274.0
Khyber Pakhtunkhwa,Pakistan,2020-11-16 05:25:57,34.485332,72.09169,42370.0,1311.0,39005.0
Punjab,Pakistan,2020-11-16 05:25:57,30.811346,72.13913199999998,110450.0,2475.0,97776.0
Sindh,Pakistan,2020-11-16 05:25:57,26.009446,68.77680699999999,155680.0,2747.0,142707.0
Azad Jammu and Kashmir,Pakistan,2021-11-16 04:21:10,34.027401,73.947253,34514.0,741.0,
Balochistan,Pakistan,2021-11-16 04:21:10,28.328492,65.898403,33408.0,358.0,
Gilgit-Baltistan,Pakistan,2021-11-16 04:21:10,35.792146,74.982138,10401.0,186.0,
Islamabad,Pakistan,2021-11-16 04:21:10,33.665087,73.121219,107364.0,948.0,
Khyber Pakhtunkhwa,Pakistan,2021-11-16 04:21:10,34.485332,72.09169,179190.0,5801.0,
Punjab,Pakistan,2021-11-16 04:21:10,30.811346,72.13913199999998,441965.0,12980.0,
Sindh,Pakistan,2021-11-16 04:21:10,26.009446,68.77680699999999,473250.0,7604.0,
Azad Jammu and Kashmir,Pakistan,2020-11-17 05:25:54,34.027401,73.947253,5538.0,126.0,4076.0
Balochistan,Pakistan,2020-11-17 05:25:54,28.328492,65.898403,16449.0,156.0,15902.0
Gilgit-Baltistan,Pakistan,2020-11-17 05:25:54,35.792146,74.982138,4461.0,93.0,4207.0
Islamabad,Pakistan,2020-11-17 05:25:54,33.665087,73.121219,24444.0,260.0,20498.0
Khyber Pakhtunkhwa,Pakistan,2020-11-17 05:25:54,34.485332,72.09169,42615.0,1315.0,39110.0
Punjab,Pakistan,2020-11-17 05:25:54,30.811346,72.13913199999998,111047.0,2492.0,97789.0
Sindh,Pakistan,2020-11-17 05:25:54,26.009446,68.77680699999999,156528.0,2751.0,143252.0
Azad Jammu and Kashmir,Pakistan,2021-11-17 04:21:48,34.027401,73.947253,34517.0,741.0,
Balochistan,Pakistan,2021-11-17 04:21:48,28.328492,65.898403,33422.0,358.0,
Gilgit-Baltistan,Pakistan,2021-11-17 04:21:48,35.792146,74.982138,10403.0,186.0,
Islamabad,Pakistan,2021-11-17 04:21:48,33.665087,73.121219,107383.0,949.0,
Khyber Pakhtunkhwa,Pakistan,2021-11-17 04:21:48,34.485332,72.09169,179276.0,5805.0,
Punjab,Pakistan,2021-11-17 04:21:48,30.811346,72.13913199999998,442068.0,12984.0,
Sindh,Pakistan,2021-11-17 04:21:48,26.009446,68.77680699999999,473293.0,7605.0,
Azad Jammu and Kashmir,Pakistan,2020-11-18 05:40:31,34.027401,73.947253,5640.0,131.0,4147.0
Balochistan,Pakistan,2020-11-18 05:40:31,28.328492,65.898403,16529.0,156.0,15917.0
Gilgit-Baltistan,Pakistan,2020-11-18 05:40:31,35.792146,74.982138,4467.0,93.0,4221.0
Islamabad,Pakistan,2020-11-18 05:40:31,33.665087,73.121219,24871.0,263.0,20708.0
Khyber Pakhtunkhwa,Pakistan,2020-11-18 05:40:31,34.485332,72.09169,42815.0,1318.0,39319.0
Punjab,Pakistan,2020-11-18 05:40:31,30.811346,72.13913199999998,111626.0,2509.0,97824.0
Sindh,Pakistan,2020-11-18 05:40:31,26.009446,68.77680699999999,157432.0,2760.0,143652.0
Azad Jammu and Kashmir,Pakistan,2021-11-18 04:21:33,34.027401,73.947253,34521.0,741.0,
Balochistan,Pakistan,2021-11-18 04:21:33,28.328492,65.898403,33422.0,358.0,
Gilgit-Baltistan,Pakistan,2021-11-18 04:21:33,35.792146,74.982138,10404.0,186.0,
Islamabad,Pakistan,2021-11-18 04:21:33,33.665087,73.121219,107406.0,949.0,
Khyber Pakhtunkhwa,Pakistan,2021-11-18 04:21:33,34.485332,72.09169,179346.0,5809.0,
Punjab,Pakistan,2021-11-18 04:21:33,30.811346,72.13913199999998,442162.0,12986.0,
Sindh,Pakistan,2021-11-18 04:21:33,26.009446,68.77680699999999,473561.0,7609.0,
Azad Jammu and Kashmir,Pakistan,2020-11-19 05:25:23,34.027401,73.947253,5690.0,132.0,4210.0
Balochistan,Pakistan,2020-11-19 05:25:23,28.328492,65.898403,16582.0,157.0,15942.0
Gilgit-Baltistan,Pakistan,2020-11-19 05:25:23,35.792146,74.982138,4482.0,93.0,4244.0
Islamabad,Pakistan,2020-11-19 05:25:23,33.665087,73.121219,25278.0,265.0,20914.0
Khyber Pakhtunkhwa,Pakistan,2020-11-19 05:25:23,34.485332,72.09169,43052.0,1318.0,39462.0
Punjab,Pakistan,2020-11-19 05:25:23,30.811346,72.13913199999998,112284.0,2519.0,97846.0
Sindh,Pakistan,2020-11-19 05:25:23,26.009446,68.77680699999999,158559.0,2764.0,144056.0
Azad Jammu and Kashmir,Pakistan,2021-11-19 04:21:40,34.027401,73.947253,34527.0,741.0,
Balochistan,Pakistan,2021-11-19 04:21:40,28.328492,65.898403,33425.0,358.0,
Gilgit-Baltistan,Pakistan,2021-11-19 04:21:40,35.792146,74.982138,10405.0,186.0,
Islamabad,Pakistan,2021-11-19 04:21:40,33.665087,73.121219,107427.0,950.0,
Khyber Pakhtunkhwa,Pakistan,2021-11-19 04:21:40,34.485332,72.09169,179421.0,5812.0,
Punjab,Pakistan,2021-11-19 04:21:40,30.811346,72.13913199999998,442268.0,12990.0,
Sindh,Pakistan,2021-11-19 04:21:40,26.009446,68.77680699999999,473767.0,7611.0,
Azad Jammu and Kashmir,Pakistan,2020-11-20 05:26:28,34.027401,73.947253,5806.0,134.0,4262.0
Balochistan,Pakistan,2020-11-20 05:26:28,28.328492,65.898403,16642.0,158.0,15961.0
Gilgit-Baltistan,Pakistan,2020-11-20 05:26:28,35.792146,74.982138,4494.0,93.0,4244.0
Islamabad,Pakistan,2020-11-20 05:26:28,33.665087,73.121219,25719.0,266.0,21222.0
Khyber Pakhtunkhwa,Pakistan,2020-11-20 05:26:28,34.485332,72.09169,43359.0,1319.0,39647.0
Punjab,Pakistan,2020-11-20 05:26:28,30.811346,72.13913199999998,112893.0,2811.0,97890.0
Sindh,Pakistan,2020-11-20 05:26:28,26.009446,68.77680699999999,159752.0,2780.0,144316.0
Azad Jammu and Kashmir,Pakistan,2021-11-20 04:22:17,34.027401,73.947253,34530.0,741.0,
Balochistan,Pakistan,2021-11-20 04:22:17,28.328492,65.898403,33432.0,358.0,
Gilgit-Baltistan,Pakistan,2021-11-20 04:22:17,35.792146,74.982138,10406.0,186.0,
Islamabad,Pakistan,2021-11-20 04:22:17,33.665087,73.121219,107447.0,951.0,
Khyber Pakhtunkhwa,Pakistan,2021-11-20 04:22:17,34.485332,72.09169,179473.0,5814.0,
Punjab,Pakistan,2021-11-20 04:22:17,30.811346,72.13913199999998,442353.0,12994.0,
Sindh,Pakistan,2021-11-20 04:22:17,26.009446,68.77680699999999,473918.0,7611.0,
Azad Jammu and Kashmir,Pakistan,2020-11-21 05:25:51,34.027401,73.947253,5911.0,134.0,4318.0
Balochistan,Pakistan,2020-11-21 05:25:51,28.328492,65.898403,16699.0,158.0,15972.0
Gilgit-Baltistan,Pakistan,2020-11-21 05:25:51,35.792146,74.982138,4506.0,93.0,4266.0
Islamabad,Pakistan,2020-11-21 05:25:51,33.665087,73.121219,26177.0,270.0,21486.0
Khyber Pakhtunkhwa,Pakistan,2020-11-21 05:25:51,34.485332,72.09169,43730.0,1323.0,39818.0
Punjab,Pakistan,2020-11-21 05:25:51,30.811346,72.13913199999998,113457.0,2826.0,97928.0
Sindh,Pakistan,2020-11-21 05:25:51,26.009446,68.77680699999999,161028.0,2799.0,145143.0
Azad Jammu and Kashmir,Pakistan,2021-11-21 04:22:13,34.027401,73.947253,34532.0,741.0,
Balochistan,Pakistan,2021-11-21 04:22:13,28.328492,65.898403,33434.0,358.0,
Gilgit-Baltistan,Pakistan,2021-11-21 04:22:13,35.792146,74.982138,10406.0,186.0,
Islamabad,Pakistan,2021-11-21 04:22:13,33.665087,73.121219,107467.0,952.0,
Khyber Pakhtunkhwa,Pakistan,2021-11-21 04:22:13,34.485332,72.09169,179553.0,5814.0,
Punjab,Pakistan,2021-11-21 04:22:13,30.811346,72.13913199999998,442422.0,12997.0,
Sindh,Pakistan,2021-11-21 04:22:13,26.009446,68.77680699999999,474058.0,7611.0,
Azad Jammu and Kashmir,Pakistan,2020-11-22 05:25:45,34.027401,73.947253,6000.0,140.0,4410.0
Balochistan,Pakistan,2020-11-22 05:25:45,28.328492,65.898403,16744.0,161.0,15990.0
Gilgit-Baltistan,Pakistan,2020-11-22 05:25:45,35.792146,74.982138,4526.0,94.0,4270.0
Islamabad,Pakistan,2020-11-22 05:25:45,33.665087,73.121219,26569.0,278.0,21712.0
Khyber Pakhtunkhwa,Pakistan,2020-11-22 05:25:45,34.485332,72.09169,44097.0,1325.0,39930.0
Punjab,Pakistan,2020-11-22 05:25:45,30.811346,72.13913199999998,114010.0,2848.0,97991.0
Sindh,Pakistan,2020-11-22 05:25:45,26.009446,68.77680699999999,162227.0,2816.0,145525.0
Azad Jammu and Kashmir,Pakistan,2021-11-22 04:22:20,34.027401,73.947253,34536.0,741.0,
Balochistan,Pakistan,2021-11-22 04:22:20,28.328492,65.898403,33444.0,358.0,
Gilgit-Baltistan,Pakistan,2021-11-22 04:22:20,35.792146,74.982138,10406.0,186.0,
Islamabad,Pakistan,2021-11-22 04:22:20,33.665087,73.121219,107483.0,952.0,
Khyber Pakhtunkhwa,Pakistan,2021-11-22 04:22:20,34.485332,72.09169,179604.0,5816.0,
Punjab,Pakistan,2021-11-22 04:22:20,30.811346,72.13913199999998,442479.0,12999.0,
Sindh,Pakistan,2021-11-22 04:22:20,26.009446,68.77680699999999,474243.0,7611.0,
Azad Jammu and Kashmir,Pakistan,2020-11-23 05:25:26,34.027401,73.947253,6123.0,144.0,4498.0
Balochistan,Pakistan,2020-11-23 05:25:26,28.328492,65.898403,16810.0,161.0,16031.0
Gilgit-Baltistan,Pakistan,2020-11-23 05:25:26,35.792146,74.982138,4542.0,95.0,4288.0
Islamabad,Pakistan,2020-11-23 05:25:26,33.665087,73.121219,27018.0,279.0,21806.0
Khyber Pakhtunkhwa,Pakistan,2020-11-23 05:25:26,34.485332,72.09169,44599.0,1327.0,40235.0
Punjab,Pakistan,2020-11-23 05:25:26,30.811346,72.13913199999998,114508.0,2861.0,98019.0
Sindh,Pakistan,2020-11-23 05:25:26,26.009446,68.77680699999999,163329.0,2829.0,146008.0
Azad Jammu and Kashmir,Pakistan,2021-11-23 04:22:39,34.027401,73.947253,34536.0,741.0,
Balochistan,Pakistan,2021-11-23 04:22:39,28.328492,65.898403,33453.0,358.0,
Gilgit-Baltistan,Pakistan,2021-11-23 04:22:39,35.792146,74.982138,10408.0,186.0,
Islamabad,Pakistan,2021-11-23 04:22:39,33.665087,73.121219,107506.0,952.0,
Khyber Pakhtunkhwa,Pakistan,2021-11-23 04:22:39,34.485332,72.09169,179644.0,5818.0,
Punjab,Pakistan,2021-11-23 04:22:39,30.811346,72.13913199999998,442556.0,13002.0,
Sindh,Pakistan,2021-11-23 04:22:39,26.009446,68.77680699999999,474407.0,7611.0,
Azad Jammu and Kashmir,Pakistan,2020-11-24 05:27:31,34.027401,73.947253,6203.0,147.0,4584.0
Balochistan,Pakistan,2020-11-24 05:27:31,28.328492,65.898403,16846.0,163.0,16061.0
Gilgit-Baltistan,Pakistan,2020-11-24 05:27:31,35.792146,74.982138,4558.0,95.0,4303.0
Islamabad,Pakistan,2020-11-24 05:27:31,33.665087,73.121219,27555.0,285.0,21990.0
Khyber Pakhtunkhwa,Pakistan,2020-11-24 05:27:31,34.485332,72.09169,44932.0,1330.0,40422.0
Punjab,Pakistan,2020-11-24 05:27:31,30.811346,72.13913199999998,115138.0,2879.0,98034.0
Sindh,Pakistan,2020-11-24 05:27:31,26.009446,68.77680699999999,164651.0,2845.0,146366.0
Azad Jammu and Kashmir,Pakistan,2021-11-24 04:22:14,34.027401,73.947253,34538.0,742.0,
Balochistan,Pakistan,2021-11-24 04:22:14,28.328492,65.898403,33456.0,358.0,
Gilgit-Baltistan,Pakistan,2021-11-24 04:22:14,35.792146,74.982138,10410.0,186.0,
Islamabad,Pakistan,2021-11-24 04:22:14,33.665087,73.121219,107525.0,952.0,
Khyber Pakhtunkhwa,Pakistan,2021-11-24 04:22:14,34.485332,72.09169,179720.0,5821.0,
Punjab,Pakistan,2021-11-24 04:22:14,30.811346,72.13913199999998,442638.0,13005.0,
Sindh,Pakistan,2021-11-24 04:22:14,26.009446,68.77680699999999,474573.0,7613.0,
Azad Jammu and Kashmir,Pakistan,2020-11-25 05:27:20,34.027401,73.947253,6316.0,151.0,4681.0
Balochistan,Pakistan,2020-11-25 05:27:20,28.328492,65.898403,16891.0,164.0,16093.0
Gilgit-Baltistan,Pakistan,2020-11-25 05:27:20,35.792146,74.982138,4573.0,96.0,4317.0
Islamabad,Pakistan,2020-11-25 05:27:20,33.665087,73.121219,27979.0,291.0,22138.0
Khyber Pakhtunkhwa,Pakistan,2020-11-25 05:27:20,34.485332,72.09169,45314.0,1339.0,40707.0
Punjab,Pakistan,2020-11-25 05:27:20,30.811346,72.13913199999998,115786.0,2904.0,98081.0
Sindh,Pakistan,2020-11-25 05:27:20,26.009446,68.77680699999999,166033.0,2858.0,146957.0
Azad Jammu and Kashmir,Pakistan,2021-11-25 04:22:33,34.027401,73.947253,34540.0,742.0,
Balochistan,Pakistan,2021-11-25 04:22:33,28.328492,65.898403,33458.0,359.0,
Gilgit-Baltistan,Pakistan,2021-11-25 04:22:33,35.792146,74.982138,10411.0,186.0,
Islamabad,Pakistan,2021-11-25 04:22:33,33.665087,73.121219,107554.0,952.0,
Khyber Pakhtunkhwa,Pakistan,2021-11-25 04:22:33,34.485332,72.09169,179774.0,5825.0,
Punjab,Pakistan,2021-11-25 04:22:33,30.811346,72.13913199999998,442714.0,13007.0,
Sindh,Pakistan,2021-11-25 04:22:33,26.009446,68.77680699999999,474772.0,7619.0,
Azad Jammu and Kashmir,Pakistan,2020-11-26 05:27:44,34.027401,73.947253,6403.0,152.0,4782.0
Balochistan,Pakistan,2020-11-26 05:27:44,28.328492,65.898403,16942.0,165.0,16153.0
Gilgit-Baltistan,Pakistan,2020-11-26 05:27:44,35.792146,74.982138,4583.0,96.0,4319.0
Islamabad,Pakistan,2020-11-26 05:27:44,33.665087,73.121219,28555.0,297.0,22451.0
Khyber Pakhtunkhwa,Pakistan,2020-11-26 05:27:44,34.485332,72.09169,45828.0,1344.0,40978.0
Punjab,Pakistan,2020-11-26 05:27:44,30.811346,72.13913199999998,116506.0,2923.0,98145.0
Sindh,Pakistan,2020-11-26 05:27:44,26.009446,68.77680699999999,167381.0,2866.0,147564.0
Azad Jammu and Kashmir,Pakistan,2021-11-26 04:22:33,34.027401,73.947253,34540.0,742.0,
Balochistan,Pakistan,2021-11-26 04:22:33,28.328492,65.898403,33467.0,359.0,
Gilgit-Baltistan,Pakistan,2021-11-26 04:22:33,35.792146,74.982138,10411.0,186.0,
Islamabad,Pakistan,2021-11-26 04:22:33,33.665087,73.121219,107580.0,952.0,
Khyber Pakhtunkhwa,Pakistan,2021-11-26 04:22:33,34.485332,72.09169,179855.0,5829.0,
Punjab,Pakistan,2021-11-26 04:22:33,30.811346,72.13913199999998,442804.0,13010.0,
Sindh,Pakistan,2021-11-26 04:22:33,26.009446,68.77680699999999,474818.0,7619.0,
Azad Jammu and Kashmir,Pakistan,2020-11-27 05:26:53,34.027401,73.947253,6501.0,155.0,4886.0
Balochistan,Pakistan,2020-11-27 05:26:53,28.328492,65.898403,17008.0,165.0,16214.0
Gilgit-Baltistan,Pakistan,2020-11-27 05:26:53,35.792146,74.982138,4598.0,96.0,4319.0
Islamabad,Pakistan,2020-11-27 05:26:53,33.665087,73.121219,28980.0,305.0,22758.0
Khyber Pakhtunkhwa,Pakistan,2020-11-27 05:26:53,34.485332,72.09169,46281.0,1346.0,41200.0
Punjab,Pakistan,2020-11-27 05:26:53,30.811346,72.13913199999998,117160.0,2945.0,98191.0
Sindh,Pakistan,2020-11-27 05:26:53,26.009446,68.77680699999999,168783.0,2885.0,148313.0
Azad Jammu and Kashmir,Pakistan,2021-11-27 04:22:45,34.027401,73.947253,34542.0,742.0,
Balochistan,Pakistan,2021-11-27 04:22:45,28.328492,65.898403,33471.0,359.0,
Gilgit-Baltistan,Pakistan,2021-11-27 04:22:45,35.792146,74.982138,10411.0,186.0,
Islamabad,Pakistan,2021-11-27 04:22:45,33.665087,73.121219,107601.0,952.0,
Khyber Pakhtunkhwa,Pakistan,2021-11-27 04:22:45,34.485332,72.09169,179888.0,5830.0,
Punjab,Pakistan,2021-11-27 04:22:45,30.811346,72.13913199999998,442876.0,13015.0,
Sindh,Pakistan,2021-11-27 04:22:45,26.009446,68.77680699999999,475097.0,7620.0,
Azad Jammu and Kashmir,Pakistan,2020-11-28 05:25:50,34.027401,73.947253,6556.0,161.0,4989.0
Balochistan,Pakistan,2020-11-28 05:25:50,28.328492,65.898403,17046.0,165.0,16244.0
Gilgit-Baltistan,Pakistan,2020-11-28 05:25:50,35.792146,74.982138,4619.0,97.0,4347.0
